CountryID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,"Footnotes
1990","Footnotes
1991","Footnotes
1992","Footnotes
1993","Footnotes
1994","Footnotes
1995","Footnotes
1996","Footnotes
1997","Footnotes
1998","Footnotes
1999","Footnotes
2000","Footnotes
2001","Footnotes
2002","Footnotes
2003","Footnotes
2004","Footnotes
2005","Footnotes
2006","Footnotes
2007","Footnotes
2008","Footnotes
2009","Footnotes
2010","Footnotes
2011","Footnotes
2012","Footnotes
2013","Footnotes
2014","Footnotes
2015","Footnotes
2016","Footnotes
2017"
686,Senegal,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,135000,...,...,...,...,...,126170.0469,87046.85156,140332.8438,122077.2031,...,,,,,,,,,,,,,,,,,,,,,,,,31,31,31,31,
688,Serbia,37580,...,...,...,...,57020,56915,52107,52002,64850,30760,60980,51910,44090,60740,63501.05469,53796.27734,57251.8125,46758,59320,64511,34665,46082,51568,77980,51746,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Singapore,1523.800049,...,...,...,...,1797,1678,1185,1962,1861,1818,1968,1667,2120,2136.399902,1930.699951,2753.199951,2886.199951,2325.100098,1920.900024,2075.100098,2524.199951,2159.899902,2748.399902,1538.400024,1266.800049,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Slovakia,36826,34619,33737,33186,40098,40637,41127,37058,40196,40294,37500,41421,41225,28080,41715,46029,36274,39460,40049,41715,59104,31791,34849,42348,46806,35241,45289,40535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Slovenia,32100,20126,21503.59961,18792.09961,24286,32672,33856.89844,27413.40039,31945.09961,31323.09961,31780,28645,29500,23249,32053,28343,24125,28656,36444,33588,35827,23127,30156,34848,39897,24144,31315,31836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,South Africa,...,...,...,...,...,...,...,...,...,...,548600,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Spain,350914,283594,297073,301415,276268,261536,435200,397312,365853,267982,397962,301786,369899,373803,221456,313516,355747,300643,305174,425690,337988,246633,422482,263371,...,344073,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Sri Lanka,106682,...,...,...,...,106223,126168,109372,122428,85031,93822,96512,93101,127611,105435,126037,107600,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Sudan,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7204,8556,9295,11622,8305,7106,9372,7087,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Suriname,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1833.800049,2319,2074.600098,1805.199951,2193.800049,1670.5,1979.699951,1925.199951,2192.399902,,,,,,,,,,,,,,,,,,,,32,32,32,32,32,32,32,32,32
752,Sweden,353657,278530,312275,312275,282580,327972,253780,284380,372570,322170,429484,373495,309843,311932,341893,337949,364915,344891,362544,344652,338882,384349,399732,311506,336488,375110,315176,359510,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Switzerland,54704,59231,57787,69391.39844,72806.89844,70091,50432.30078,61847.60156,56717.30078,78600.89844,62203,78097,59471,55224,56977,53152,56696,63723,58563,55425,59183,49767,61785,65295,64698,60198,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,Syrian Arab Republic,...,...,...,...,...,43291,...,...,...,40300,31089,38908,44202,54978,60397,50405,41991,39131,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,Togo,79878,...,...,...,...,75646,69793,69912,69943,78547,62635,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,Trinidad and Tobago,...,...,...,...,...,...,...,...,...,11085,11449.08008,8728.820313,10164,8446.329102,11607.74023,12084.12988,10882.75,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,Tunisia,49920,...,...,...,...,24240,...,...,...,32760,24960,18960,18960,34200,38280,26400,30600,31680,21120,34080,21600,29280,32400,18360,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,Turkey,399979,...,...,...,...,501301,...,...,...,...,462740,566247,495134,536428,490373,504580,492480,471248,396064,633671,568961,519083,490013,381005,463599,458793,468126,396842,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
804,Ukraine,318.111969,...,...,...,...,379.6820068,356.7441406,427.3686218,397.790863,351.9151306,336.2207947,405.638031,347.0860901,322.940979,402.619873,374.8529968,356.1405334,340.4461975,383.303772,348.8969727,428.5758667,286.1196594,367.0058289,360.9695435,328.9772644,301.8139954,397.790863,339.2389221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,United Arab Emirates,...,...,...,...,...,...,...,...,...,...,...,...,...,5221.047363,2633.238281,2654.57666,4613.962891,2004.885742,2937.646729,4791.509277,2411.687988,2319.52002,1195.069702,4773.133789,2633.290771,1488.216553,4428.126953,3613.246826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,United Kingdom of Great Britain and Northern Ireland,297636,253169.5,300860.6875,284625.4063,300860.6875,260019,232621.5938,260018.7031,321154.8125,314559.1875,338990,266177,324685,228856,307431,273842,298282,292292,316187,284961,231974,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,United Republic of Tanzania,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,783288.125,824777.4375,915600.3125,883278.3125,817311.25,...,,,,,,,,,,,,,,,,,,,,,,,33,33,33,33,33,
862,Venezuela (Bolivarian Republic of),1630000,...,...,...,...,1520000,1420000,1470000,1520000,1560000,1360000,1360000,1420000,1195231,1520000,1560000,1060000,1335846.125,1293661.5,936000,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Yemen,68000,...,...,...,...,...,...,...,...,...,...,68000,55000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Zambia,...,...,...,...,...,...,...,...,...,...,...,1023.200012,844.5999756,953.2000122,1033.400024,759.2000122,1010.799988,1036.099976,1019.900024,1002.200012,1008.799988,890.4000244,1033.900024,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Zimbabwe,244262.2031,...,...,...,...,163649.0313,273803.4375,315223.6875,209523.9063,304360.625,345233.8125,284705.5625,181995.0625,238166.4219,278336.2188,206710.4531,326555.625,233834.6719,311128.875,286966.0313,277085.7813,291270.2813,259853.4063,300531.2188,294826.1563,244809.2656,211907.5156,372899.4063,34,,,,,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
