CountryID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1991,Footnotes 1992,Footnotes 1993,Footnotes 1994,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017
170,Colombia,...,...,...,...,...,...,...,...,...,...,...,...,...,69.97000122,87.69999695,88.90000153,...,85.19999695,86.09999847,83.90000153,84.30000305,...,85.80000305,86.19999695,86.5,87.47277832,88.27099609,88.03468323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Costa Rica,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,24.89999962,25.17000008,24.13999939,25.55999947,24.54000092,26.59000015,26.58589554,21.12084007,21.25980759,23.29000092,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9
191,Croatia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,55,55,55,55,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Cuba,...,...,...,...,...,...,...,...,...,...,...,...,...,...,38.79999924,38.79999924,36.79999924,37.09999847,37.09999847,35.90000153,35.70000076,34.79999924,35.79999924,35.90000153,35.90000153,36.29999924,36.29999924,36.40000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Cyprus,...,...,6.400000095,6.699999809,6.800000191,8,11.19999981,12,12.80000019,13.30000019,14,16,18,23,28,30,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Czechia,53,53,53,54,57,58,60,62,64,64.40000153,72,72,75,75,76,77,77,79,81,81,82,83,83,85,84,84,85,86,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,
208,Denmark,...,...,...,...,...,...,...,...,...,...,88,...,...,...,...,...,...,...,...,90,90,91,91,91,91,91,92,92,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
212,Dominica,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,23,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Dominican Republic,...,...,...,...,...,...,...,...,...,...,31.39999962,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Ecuador,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,52.97000122,52.56000137,55.18000031,57.54999924,57.63000107,58.81999969,63.41999817,65.51000214,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,El Salvador,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,51.27000046,47.88999939,47.49000168,47.13999939,47.38000107,47.11000061,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Estonia,...,...,...,...,...,...,...,...,...,...,70,70,71,71,73,75,75,75,81,81,82,82,83,82,82,83,83,83,,,,,,,,,,,1,1,1,1,,,,,,,,,,,1,,,
246,Finland,...,...,...,...,...,...,...,...,...,...,80,81,81,...,...,...,...,...,...,...,83,83,83,83,85,...,...,...,,,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,
250,France,...,...,...,...,...,...,...,...,...,...,...,82,...,...,82,...,...,...,...,...,82,82,82,82,80,82,82,81,,,,,,,,,,,,1,,,1,,,,,,,1,1,1,,,,
254,French Guiana,...,...,...,...,...,...,...,...,12.10000038,...,...,49.20000076,...,...,46.90000153,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Georgia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,44,46,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Germany,...,87.09999847,...,...,...,92,...,...,92.69999695,...,...,94,...,...,95,...,...,97,...,...,96,96,96,96,96,97,97,...,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,
300,Greece,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,85,...,87.30000305,87.30000305,88.09999847,...,92.83000183,92.83000183,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Guadeloupe,...,...,...,...,...,...,...,...,...,...,...,40.5,...,...,39.29999924,...,...,...,...,...,40,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Guatemala,...,...,...,...,...,29.5,...,...,...,...,...,...,41.90000153,...,...,...,65.19999695,...,...,...,...,44.40000153,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Guinea,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10,10,10,11,11,...,...,...,...,84.40000153,...,...,...,,,,,,,,,,,,,,,,10,10,10,10,10,,,,,,,,
328,Guyana,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7.199999809,...,...,...,...,...,...,...,9.699999809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Honduras,23.39999962,...,...,...,...,...,...,...,...,...,...,...,...,...,32.29000092,28.89999962,31.67000008,33,34.63999939,35.56999969,35.29999924,36.22000122,36.90000153,36.56999969,39.09999847,36.90000153,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Hungary,43,...,35,42.70000076,43.5,44,44.90000153,46,47.59999847,49.09999847,51,53,56,59,62,65,67,70,71,72,72,73,74,75,77,79,81,81,1,,1,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1
352,Iceland,90,90,90,90,90,90,90,90,90,90,90,90,89,89,89,90,...,...,92,...,91,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
364,Iran (Islamic Republic of),...,...,...,...,...,...,...,...,...,...,...,...,...,...,23.70000076,25.56999969,26.61000061,29.5,31.5,33.11999893,35.13999939,37.29999924,38.81999969,40.47999954,41.50999832,44.13000107,46.81000137,48.90000153,,,,,,,,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11
368,Iraq,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25.70000076,...,29.70000076,26,27,23.79999924,27,32.20000076,33.29999924,31.79999924,38.40000153,42.5,34.59999847,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,13
372,Ireland,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,65,...,77,...,69,64,64,64,64,64,64,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,1,1,,14
376,Israel,88.5,...,...,...,...,91.19999695,...,...,...,...,94.30000305,95,95.40000153,96,96.5,97,97.30000305,97.59999847,97.69999695,98,98.09999847,98.19999695,98.5,98.80000305,98.90000153,99,...,...,1,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
380,Italy,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,94,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
388,Jamaica,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,…,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Japan,44,...,...,...,...,54,...,...,...,...,62,64,65,67,68,69,71,72,73,74,75,76,76,77,78,78,78,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Jordan,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,59,60,62,63,63,65,67,59.70000076,59.70000076,59.70000076,62.09999847,62.09999847,62.09999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Kazakhstan,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,54,46,52,52,52,60,60,60,63,57,58,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Kenya,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.400000095,7.5,10.60000038,...,,,,,,,,,,,,,,,,,,,,,,,,,15,15,15,
414,Kuwait,...,...,...,...,...,...,...,...,...,...,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Kyrgyzstan,...,...,...,...,...,...,...,...,...,23.10000038,...,...,...,...,...,...,...,...,...,19.79999924,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Latvia,...,...,...,...,...,...,...,...,...,...,...,...,65,70,66,66,65,64,61,66,64,68,75,76,76,77,77,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Lebanon,...,...,...,...,...,...,...,...,...,...,...,...,...,...,67.40000153,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Liechtenstein,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,99.90000153,99.86772156,99.86945343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Lithuania,...,...,...,...,...,...,...,...,...,...,...,...,68,70,...,...,...,...,70,72,...,...,67,67,70,72,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Luxembourg,...,...,...,...,87.30000305,88,...,...,...,93,...,...,...,100,...,...,...,...,...,...,97,99,99,99,100,100,100,100,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,1,1
462,Maldives,...,...,...,...,...,...,...,...,...,100,100,100,100,100,100,100,100,100,100,100,100,100,100,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Malta,...,...,...,...,...,...,...,...,...,...,100,100,100,100,100,100,100,100,100,100,98,98,98,98,98,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Marshall Islands,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,43.29999924,...,...,...,37.79999924,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Martinique,...,...,...,...,...,...,...,...,...,...,...,44.52000046,...,...,48.20000076,...,...,...,...,...,...,...,...,40,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,10,...,...,...,...,10,10,10,10,15,20,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,50,...,...,...,...,57,...,...,...,...,59,...,...,...,...,68,...,...,...,...,71,...,...,...,...,...,...,...,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,
492,Monaco,100,...,...,...,...,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Montenegro,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,35,65,65.5,65.5,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Morocco,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,72,72,73,74,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Netherlands,96,95.5,96.19999695,96.90000153,96.90000153,97,97.40000153,97.59999847,97.80000305,98,98,98,98,99,99,99,99,...,99,99,99,99,99,99,99,99,99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
807,North Macedonia,43,...,...,...,...,45,...,...,...,49,49,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Norway,77,...,...,80,80,80,80,80,80,80,80,81,80,81,81,84,84,84,84,85,85,85,85,85,85,86,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Panama,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,46,73,55,56,57,57,56,56,58,58,59,61,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Paraguay,...,...,...,...,...,...,...,7,7,7.199999809,8.699999809,8.699999809,8.699999809,9.300000191,7.800000191,8.199999809,8.300000191,9.100000381,8.392603874,9.587184906,7.989780426,9.3039217,9.446578026,9.602010727,9.176187515,11.89999962,9.100000381,8.874610901,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Peru,...,...,...,...,...,...,...,...,...,...,...,...,...,73.30000305,75,75.30000305,76.90000153,77.59999847,79.19999695,80.90000153,82.69999695,80.5,82.69999695,83.80000305,84.19999695,87.5,88.5,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Poland,...,...,...,...,...,52,53.40000153,54.5,56.5,58.59999847,54,55,57,58,59,59,60,60,61,62,65,66,68.69999695,70.30000305,71.40000153,72.59999847,74,74,,,,,,1,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,,
620,Portugal,...,...,...,...,...,...,...,...,...,...,...,...,73,74,...,74,77,74,78,81,...,...,...,...,...,...,...,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Qatar,...,...,...,...,...,...,...,...,...,...,...,...,...,...,68,...,...,...,...,...,80,...,...,...,...,88,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Republic of Korea,33,...,...,...,...,45,53,61,66,68,70,73,76,79,81,84,86,87,89,89,90,91,92,92,93,93,93,...,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
498,Republic of Moldova,...,...,...,...,...,...,...,...,...,53,54,...,...,...,...,...,...,...,...,...,...,...,21.39999962,22.20000076,22.5,22.20000076,23,23.10000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Romania,...,...,...,...,...,...,...,...,...,...,...,...,...,...,40,...,...,...,29,29,44,44,47,47,47,48,49,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Réunion,...,...,...,...,...,...,...,...,31.70000076,...,...,33.59999847,...,...,39.40000153,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Saint Kitts and Nevis,...,...,...,...,...,...,...,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Saudi Arabia,...,...,...,...,...,...,...,...,...,...,97,97,97,97,97,98,98,98,98,98,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Senegal,...,...,...,...,...,...,...,...,...,...,...,...,23,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9.899999619,,,,,,,,,,,,,16,,,,,,,,,,,,,,,17
688,Serbia,...,...,...,...,...,...,...,...,...,...,40.24000168,41.99000168,43.09000015,43.95000076,45.84999847,46.52000046,47.15999985,45.79000092,49.25,51.04000092,51.61000061,53.00999832,55.49000168,57.75,59.00999832,58.66999817,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Singapore,100,...,...,...,...,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Slovakia,...,...,...,...,...,...,...,...,...,...,55,55,55,56,56,57,57,58,59,60,60,62,62,64,65,65,66,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Slovenia,...,...,...,...,...,...,...,...,...,...,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,67,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,South Africa,...,...,...,...,...,41,41,43,45,47,48,51,53,53,55,57,58,60,...,...,...,57,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,18,,,,,,
724,Spain,...,...,...,...,...,...,...,...,...,...,91,...,100,...,...,...,94,...,92,...,98,...,99,...,97,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,State of Palestine,...,...,...,...,...,31.70000076,...,...,...,39.29999924,43.90000153,...,45.79999924,43.59999847,42.90000153,44.70000076,45.29999924,...,45.5,52.09999847,54.40000153,55,57.40000153,55.29999924,...,53.90000153,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,Sweden,...,...,...,...,...,...,...,...,...,...,86,...,85,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,
756,Switzerland,...,...,...,...,...,...,...,...,...,...,95,96,96,...,...,97,...,...,...,...,99,...,...,98,...,...,...,...,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,
780,Trinidad and Tobago,...,...,...,...,...,...,...,...,...,...,...,20,20,20,30,20,25.20000076,25.20000076,...,...,...,...,...,...,...,...,25.20000076,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,Tunisia,26.29999924,...,...,...,...,36.20000076,...,...,...,42.70000076,44.09999847,45,47.70000076,50.5,52.59999847,53.90000153,54.66999817,55.25999832,55.93000031,56.88999939,57.38999939,...,...,...,58.25,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,Turkey,...,...,...,...,...,...,...,...,...,...,63,64,65,67,68,69,72,71,73,73,79,...,84,...,87,...,90,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,Uganda,...,...,...,...,...,...,...,...,...,...,...,10,10,9,8,8,7,6,6,6,...,...,...,...,...,...,...,...,,,,,,,,,,,,19,19,19,19,19,19,19,19,19,,,,,,,,
784,United Arab Emirates,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,78.30000305,...,...,...,...,...,...,...,...,...,93.90000153,,,,,,,,,,,,,,,,,,20,,,,,,,,,,20
826,United Kingdom of Great Britain and Northern Ireland,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,97,97,97,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,United Republic of Tanzania,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,20,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,United States of America,...,...,70,...,...,...,72,...,...,...,75,...,75,...,75,...,...,...,74,...,...,...,76,...,...,...,...,...,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
860,Uzbekistan,...,...,...,...,...,...,...,...,...,...,...,...,...,...,30.60000038,31,31.29999924,31.5,33.09999847,35.09999847,36.90000153,37.79999924,37.59999847,37.79999924,37.79999924,36.5,...,...,,,,,,,,,,,,,,,21,21,21,21,21,21,21,21,21,21,21,21,,
862,Venezuela (Bolivarian Republic of),...,...,...,...,...,...,...,...,...,...,70.09999847,71.30000305,73.69999695,74.69999695,75.90000153,81.19999695,82.59999847,83.30000305,85.5,86,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Yemen,...,...,...,...,...,...,...,...,...,23.70000076,24.29999924,24.5,26.60000038,27,27.20000076,29.60000038,31,33.20000076,34.90000153,34.70000076,35.79999924,36,37.09999847,37.09999847,...,...,...,...,,,,,,,,,,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,,,
716,Zimbabwe,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,73.90374756,76.80000305,83.19999695,81.63300323,78.1028595,79.1999054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
