CountryID,Country,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017
616,Poland,"1,137","1,583","1,577","1,738","1,898","2,086","1,696","1,715","1,769","1,243","1,313","1,474","1,307","1,480","1,414","1,436","2,264","1,993","1,295","1,754","1,371","1,072","1,091","1,608",,,,,,,,,,,,,,,,,,,,,,,,
620,Portugal,...,"1,395",...,...,...,...,"1,991",...,...,"3,927","2,450","1,126",999,"3,065","1,596","1,675","5,125","3,066",...,...,...,...,"4,475","1,664",,,,,,,,,,,,,,,,,,,,,,,,
634,Qatar,...,...,...,...,137,130,168,13,81,132,74,80,164,41,32,65,23,50,23,36,23,42,29,40,,,,,,,,,,,,,,,,,,,,,,,,
498,Republic of Moldova,"-1,895","1,114",...,...,...,...,10,"1,688",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
642,Romania,961,"1,623","1,932","2,296","2,369","2,369","1,604","1,744","1,825","1,388","1,850","2,975","2,657","1,797","1,893","1,672","3,027","1,512","1,212","1,767","2,106","1,748","2,058","1,487",,,,,,,,,,,,,,,,,,,,,,,,
643,Russian Federation,...,"29,198",...,...,...,...,"30,896","29,912","32,249","29,677","31,269","31,727","30,410","34,115","32,897","31,368","30,259","30,703","29,409","31,974","31,957","32,058","30,570","32,169",,,,,,,,,,,,,,,,,,,,,,,,
686,Senegal,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"1,771",,,,,,,,,,,,,,,,,,,,,,,,12
688,Serbia,"11,898","18,486",...,...,...,...,"17,429","18,178","19,284","13,352","18,935","22,360","22,728","16,601","17,178","19,421","27,331","15,098","15,908","22,097","21,902","18,038",...,...,,,,,,,,,,,,,,,,,,,,,,,,
703,Slovakia,"13,560","16,279","14,576","14,612","14,563","17,031","16,869","16,823","18,075","11,020","13,201","15,226","14,526","15,000","14,661","15,294","19,173","11,699","15,274","18,085","14,647","12,253","15,856","14,565",,,,,,,,,,,,,,,,,,,,,,,,
705,Slovenia,"15,172","15,810","18,093","12,995","15,544","16,073","16,110","13,951","13,355","9,237","17,145","14,713","12,594","13,553","17,834","18,881","17,982","9,611","16,211","18,280","22,417","11,483","16,090","15,499",,,,,,,,,,,,,1,,,,,,,,,,,13
710,South Africa,...,...,...,...,...,...,"1,187",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
724,Spain,"2,864","1,841","4,198","3,610","3,036","1,480","4,112","1,506","3,129","2,850","1,239","1,915","2,452","1,512","1,734","3,678","2,297","1,718","3,591","1,352",...,"3,479",...,...,,,,,,,,,,,,,,,,,,,,,,,,
752,Sweden,"22,795","22,746","13,083","16,749","25,682","20,101","29,698","24,793","18,210","17,362","21,579","20,755","21,160","21,872","22,774","20,321","19,988","23,231","24,664","17,591","18,997","22,582","16,696","19,668",,,,,,,,,,,,,,,,,,,,,,,,
756,Switzerland,"6,459","9,031","5,774","7,275","5,925","9,668","7,746","9,449","6,984","6,667","6,179","5,954","6,252","6,793","6,660","6,139","6,108","5,029","6,184","7,626","6,491","6,168",...,...,,,,,,,,,,,,,,,,,,,,,,,,
760,Syrian Arab Republic,...,...,...,...,...,...,651,713,806,"1,150",966,947,857,775,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
764,Thailand,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"4,168",...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
768,Togo,"4,753","4,211","4,097","3,994","3,892","3,791","3,621","3,521","3,428","3,339","3,252","3,167","3,083","3,001",...,...,...,...,"1,677",...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
780,Trinidad and Tobago,...,...,...,...,...,...,"5,178","2,425","4,121",-200,"3,316","3,137","3,340",...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,14,,,,,,,,,,,,,,
788,Tunisia,702,308,...,...,...,...,298,224,223,399,443,303,348,356,201,321,201,270,295,166,...,...,...,...,15,15,,,,,15,15,15,15,15,15,15,15,,,,,,,,,,
826,United Kingdom of Great Britain and Northern Ireland,"3,295","2,878","2,199","2,379","3,382","3,364","3,890","2,770","3,495","1,983","2,966","2,595","2,708","2,635","3,040","2,560","1,753",...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
862,Venezuela (Bolivarian Republic of),"56,240","49,892","3,34,669","3,50,528","3,41,598","3,45,081","41,123","40,365","40,421","30,627","38,251","40,959","32,198","34,355","32,307","19,292",...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
887,Yemen,207,163,...,...,...,...,123,...,211,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
716,Zimbabwe,"4,092","2,716",...,...,...,...,"4,777","4,650","3,164","3,982","4,999","2,925","4,869","4,394","4,994","4,868","4,737","4,921","3,722","4,586","4,451","3,184","3,320","4,758",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
