CountryID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1991,Footnotes 1992,Footnotes 1993,Footnotes 1994,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017
578,Norway,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,136507,186966,147979,157360,156542,167300,155639,...,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
591,Panama,82759,...,...,...,...,84466,83014,87510,...,84436,87027.46094,87345.02344,85524.99219,88607.19531,88446.85938,89711.29688,87761.10938,88993.47656,88127.19531,86473.4375,98284.1875,76210.64844,74307.24219,73481.85938,74964.59375,58593.92969,75669.3125,78218.38281,,,,,,,,,,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
600,Paraguay,451164.6563,...,...,...,...,437656.9688,259292,295532,320098,386940.0938,438236.0938,460909.1875,434306.6563,464659.5938,405976.625,397611.875,463134.9063,445241.5938,405138.125,417980.0938,441791.1563,446881.1875,450795.3438,451220.0625,485203.6563,498159.5313,475446.2813,485511.6563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Poland,164997,149201.2031,131292.9063,146601.4063,144075.9063,151406,139495.2031,140415.4063,156600.2031,129388.2969,140985,175322,150569,110404,149701,130852,151063,175700,153849,164802,175385,148606,152301,152502,154215,119794,182180,194583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Portugal,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,51825,51301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Qatar,...,...,...,...,...,...,...,...,588,582.7000122,785.7000122,48.29999924,404.7000122,716.7000122,435.6000061,544.7999878,1326.400024,375.7999878,345.8999939,820.7999878,314.1000061,778.5,372.7000122,655,438.6000061,863.4000244,613,859.2000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Republic of Moldova,28200,...,...,...,...,24000,...,...,...,...,26300,27100,23400,27900,26400,25600,27700,27800,24900,37000,27800,32000,37300,28300,30500,33600,30500,28500,,,,,,,,,,,,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
642,Romania,91351,127839,87314,103928,97154,112224,110133,122370,121276,120865,68770,134940,118000,102500,127300,142700,106555,136450,119153,121769,140465,88834,124501,127456,155230,117699,147192,128889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Russian Federation,...,...,...,...,...,5875812,5104002,5362136,5583250,5327921,5748090,5869876,5574727,5405429,6129908,5268281,5964690,5334976,5520626,5782551,5734498,5259391,6170729,6629392,5220269,7000426,5972354,5508700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Serbia,31320,...,...,...,...,47950,49061,40260,42328,47038,20371,53043,42697,33537,48769,50655.78125,47887.20313,55215.71094,44263,52400,58040,25257,44228,50030,73681.57031,46169.79297,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Slovakia,20889,23046,23046,22409,25950,27840,28286,24960,26060,25770,24420,28160,29000,21198,31618,33628,21374,30196,29903,30883,26593,24061,20982,22690,25499,23692,22399,22287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Slovenia,13007,14806.40039,16127.2002,15646.7002,15930.5,12806,12542.59961,13190,13291.09961,13109,13918,12363,14365,14074,11028,11814,11899,12943,13262,13065,14097,15371,12743,13418,14671,13483,12909,13187,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
724,Spain,238334,208759,197754,199639,182589,188083,267786,252906,243964,208219,229784,239442,238521,252224,167743,229192,246070,232014,225420,254731,230507,166040,254207,199930,...,181681,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Sri Lanka,73504,...,...,...,...,71001,72914,69205,69938,68332,74024,72772,69347,69914,69064,66371,64812,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,Sweden,169173,133000,138000,132000,135000,152822,138000,136000,145000,144000,184339,168815,168160,163953,165568,167611,174108,169929,165803,169605,163011,186217,170139,165201,177042,171115,162807,163216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Switzerland,22421,22867,21670.69922,28289.19922,24445.40039,23900,18384.19922,21577.59961,23175,25046.90039,20748,25526,20732,18726,21552,19594,22325,24524,18729,17734,21690,18709,22632,19328,23163,20025,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,Syrian Arab Republic,...,...,...,...,...,36385,...,...,...,35022,26463,33923,38209,46217,51337,42844,36112,33653,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,Togo,64878,...,...,...,...,60646,54793,54912,54943,63547,47635,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,Trinidad and Tobago,...,...,...,...,...,...,...,...,...,5304.799805,4883.879883,5643.569824,4898.399902,8703.753906,7328.78418,8016.294922,6529.649902,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,Tunisia,44137.60156,...,...,...,...,21432.19922,...,...,...,28965,22069,16764,16764,30239,33846,23342,27056,28011,19026,30701,19458,26376,29186.55664,16539.04883,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,United Kingdom of Great Britain and Northern Ireland,116026,98832.29688,127226.6016,112325.2969,107302.2031,98633,107524.6016,123600.2969,126697.6016,120442.5,117411,107453,125317,114774,135846,123325,139364,136312,136312,131620,120984,126192,139959,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,Venezuela (Bolivarian Republic of),980000,...,...,...,...,880000,860000,880000,980000,930000,820000,820000,860000,870000,980000,930000,650000,851538.4375,851538.4375,851538.4375,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,17,17,17,,,,,,,,
887,Yemen,65500,...,...,...,...,...,...,...,...,...,...,...,51000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Zambia,...,...,...,...,...,...,...,...,...,...,...,43.5,40.79999924,41.29999924,40.40000153,44.90000153,42.09999847,43.20000076,44.59999847,43.90000153,43.90000153,43.90000153,44.40000153,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Zimbabwe,213505.6094,...,...,...,...,143042.9531,239327.125,275531.875,183141.4375,266036.6875,301763.25,248856.4844,159078.9219,208177.3906,243289.1563,180682.25,285436.9688,204391.0938,271952.6875,250832.3438,242196.1875,254594.6094,227133.6406,262689.4375,257702.75,213983.7969,185224.9219,325945.3125,18,,,,,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
