CountryID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,"Footnotes
1990","Footnotes
1991","Footnotes
1992","Footnotes
1993","Footnotes
1994","Footnotes
1995","Footnotes
1996","Footnotes
1997","Footnotes
1998","Footnotes
1999","Footnotes
2000","Footnotes
2001","Footnotes
2002","Footnotes
2003","Footnotes
2004","Footnotes
2005","Footnotes
2006","Footnotes
2007","Footnotes
2008","Footnotes
2009","Footnotes
2010","Footnotes
2011","Footnotes
2012","Footnotes
2013","Footnotes
2014","Footnotes
2015","Footnotes
2016","Footnotes
2017"
440,Lithuania,3813,...,...,3972.100098,3632.399902,4278,5407,4552,4923,4461,3412,2611,2966,3156,3121,2208,1901,2094,2104,2251,583,457,518,285,230,254,183,136,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,
442,Luxembourg,...,...,...,...,...,28,...,...,...,29.20000076,...,...,...,...,...,...,...,...,...,20,24,24,24,18,19,20,22,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Madagascar,...,...,...,...,...,...,...,...,...,...,14941.59961,...,...,...,...,...,...,17634.19922,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,25,,,,,,,,,,,,,,,,,
454,Malawi,21.20999908,...,...,...,...,22.77000046,22.28000069,23.10000038,23.88999939,25.04999924,24.94000053,25.65999985,26.55999947,27.96999931,30.88999939,38.95999908,64.15100098,64.22786713,65.36551666,69.04856873,72.2873764,78.49617767,78.25640869,75.01878357,73.93417358,72.85279846,74.05126953,73.21446228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Malaysia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5209.08252,5299.299805,5308.441406,5463.069824,5579.299805,5740.999023,6046.09668,6114.98877,6133.818848,6465.39209,6617.354004,,,,,,,,,,,,,,,,,,,,,,,26,26,26,26,26,
462,Maldives,...,...,...,...,...,...,...,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Mali,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,21273,...,...,...,5214.222168,6467.041504,6716.589844,6968.929199,8643.024414,18255.98438,19680.88672,15185.05859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Martinique,...,...,...,...,...,...,...,72.12000275,...,...,...,...,...,...,...,46.61811066,52.65520477,...,...,53.45669937,54.91479874,48.76829147,53.16320419,50.95467377,54.13355637,56.72858429,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,523,...,...,...,...,525,515,506,508,405,532,532,578,577,575,541,528,518,497,511,513,449,460,487,489,467,473,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,50013,50223.49219,50479.76563,50008.62891,50974.35938,50950.57031,51276.94531,52022.69531,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,0,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Morocco,3801,...,...,...,...,3420,4058,3894,3609,3870,2937,2969,3344,3555,4113,3398,3979,3548,3014,3572,4330,4918,3870,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Nauru,0,...,...,...,...,...,...,...,...,...,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Netherlands,6751,6751,...,...,...,...,5353.600098,...,...,...,...,7938,...,9480,10637,10535,9996,9955,9719,10396,9934,9199,9798,9647,8443,7418,7005,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,New Zealand,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3527,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Nigeria,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,34000,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,North Macedonia,1688.099976,...,...,...,...,1776.400024,...,...,...,...,638,606,585,701,1428,1089,766,435,561,885,5706.299805,5334.299805,4793.5,1972.300049,306,...,...,...,"27,28",,,,,"27,28",,,,,,,,,,,,,,,"27,28","27,28","27,28","27,28",,,,
578,Norway,...,...,...,...,...,...,...,2420,...,2348,...,...,...,2476,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Oman,41,...,...,...,...,50,...,...,...,...,100,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Pakistan,...,...,...,...,...,...,...,...,127222,136547,131613,106290,98198,118921,127235,105982,128937,125767,126383,117687,119327,113629,116515,115504,126470,132008,126827,130651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Panama,...,...,...,...,...,...,...,...,...,11862.83301,11803,7825,9784,9305.757813,11521.99121,11765,12968.13477,13520.57031,13080,12661.02148,17728,21167,26721,25152,30906,27985,33308,37642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Peru,330.1000061,404.5,319.7000122,417.2999878,493.8999939,412.5,431.5,380,473.2999878,465.3999939,487.5,483.7999878,485.3999939,535,448.7000122,518.4000244,525.5,545.2000122,525.4000244,563.2000122,562.5,567.4000244,564.5999756,558.2000122,562.7999878,590.7000122,564,568.2999878,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
608,Philippines,60996.07813,...,...,...,...,62519.71484,67140.05469,67465.90625,71262.24219,72882.95313,73447.86719,73992.49219,74477.57031,74698.96875,76478.39844,77579.29688,77759.25781,78535.38281,79727.85156,79806.29688,79685.92188,80388.5625,80501.67969,195344.0313,195884.2656,196781.7188,...,...,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
616,Poland,11928,11083.5,10359.09961,10172.40039,9897.200195,10078,10066.09961,9928.299805,9612.700195,9339.099609,9151,8899,9067,9022,8973,8889,9576,9356,8727,8931,8923,9178,8834,8634,8731,8486,8559,8094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Portugal,4223,...,...,...,...,...,...,...,4800,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2772,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
634,Qatar,...,...,...,...,...,...,...,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,...,...,...,...,...,,,,,,,,,,,,31,31,31,31,31,31,31,31,31,31,31,31,,,,,
410,Republic of Korea,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14940,18279,18892,15757,15628,17232,19800,21015,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Republic of Moldova,3607,...,...,...,...,1761,1665,1320,1072,830,750,736,734,729,717,716,718,756,734,736,721,718,721,711,710,712,717,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Romania,14670,8887,9374,8830,8610,9020,9150,8000,7843,7436,6860,6353,6379,5689,5090,4577,4680,6240,6561,6248,5595,5992,5884,5837,5715,5868,5729,6116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Russian Federation,95764,...,...,...,...,78285,74441,72420,71036,70440,69122,67167,67126,65842,63388,63763,64019,64410,64264,60144,63321,59496,57170,56197,55051,52154,52315,52049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Réunion,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,107.8581696,106.4953918,111.7286072,98.24662018,...,...,,,,,,,,,,,,,,,,,,,,,,,32,32,32,32,,
659,Saint Kitts and Nevis,...,...,...,...,...,...,...,...,...,...,...,4.022999763,3.963999987,4.275000095,3.848999977,3.484999895,3.809999943,3.292999983,4.474999905,4.914999962,4.321000099,4.407000065,4.186999798,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Saint Vincent and the Grenadines,7.070000172,...,...,...,...,7.369999886,7.650000095,7.690000057,7.769999981,8.489999771,8.529999733,8.409999847,8.93999958,8.819999695,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Saudi Arabia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,178.1199951,192.7200012,204.7649994,87.96499634,123.3700027,123.3700027,175,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Senegal,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,48.25918198,53.84957123,58.18285751,56.28967285,64.51701355,64.32704926,69.46391296,69.77191162,68.61175537,70.58948517,,,,,,,,,,,,,,,,,,,33,33,33,33,33,33,33,33,33,33
688,Serbia,...,...,...,...,...,...,...,...,...,...,2653,2807,2645,2812,2162,3281,3438,3466,3521,3639,3410,3785,3412,3715,2927,3603,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Slovakia,1388,1056,979,946,800,808,830,812,733,697,723,716,684,621,...,533,395,330,313,280,260,259,326,308,238,248,232,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Slovenia,...,232.3000031,229.8000031,211.1000061,207.3999939,...,168.8999939,168.3999939,151.1000061,170.5,...,...,691,649,802,739,718,745,854,753,740,666,602,712,796,714,705,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
