CountryID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1991,Footnotes 1992,Footnotes 1993,Footnotes 1994,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017
208,Denmark,...,...,...,...,...,...,...,...,...,...,100,...,...,...,...,...,...,...,...,100,100,100,100,100,100,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
212,Dominica,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,13,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Dominican Republic,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,12,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,13,,,,,,,,,,,,
222,El Salvador,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.079999924,2.869999886,2.849999905,2.829999924,2.839999914,2.829999924,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Estonia,...,...,...,...,...,...,...,...,...,...,70,70,70,73,74,79,79,84,85,85,86,87,87,87,87,88,88,88,,,,,,,,,,,1,1,1,,,,,,,,,,,1,1,,,
246,Finland,...,...,...,...,...,...,...,...,...,...,100,100,100,...,...,...,...,...,...,...,100,100,100,100,100,...,...,...,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,
250,France,...,...,...,...,...,...,...,...,...,...,...,96,...,...,96,...,...,...,...,...,100,100,100,100,98,100,100,100,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
254,French Guiana,...,...,...,...,...,...,...,...,0,...,...,27.79999924,...,...,44,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,French Polynesia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5,...,...,...,...,...,...,...,8,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Georgia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,32,34,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Germany,...,87.09999847,...,...,...,89,...,...,...,...,...,97,...,...,98,97,...,100,...,...,100,100,100,100,100,100,100,...,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,
300,Greece,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,85,...,87.30000305,87.30000305,88.09999847,...,92.83000183,92.83000183,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Guadeloupe,...,...,...,...,...,...,...,...,...,...,...,40.09999847,...,...,38.90000153,...,...,...,...,...,40,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Guinea,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10,10,10,11,11,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,14,14,14,14,14,,,,,,,,
328,Guyana,0,...,...,...,...,0,...,...,...,...,0,0,0,0,0,0,0,0,0,0,...,...,...,...,...,...,...,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Hungary,39,...,35.29999924,39.29999924,39.90000153,39,40.20000076,41.5,43,45.90000153,64,66,66,70,72,61,63,66,68,69,72,72,73,73,74,77,78,79,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,1,1,1,1,1
352,Iceland,6,6,6,6,10,10,10,10,14,22,39,39,56,56,56,96,...,...,100,...,73,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Iran (Islamic Republic of),...,...,...,...,...,...,...,...,...,...,...,...,...,...,20.39999962,21.89999962,23.20000076,23.70000076,24.20000076,25.10000038,25.29999924,25.89999962,26.39999962,27.10000038,28.79999924,30,31,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Iraq,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7,...,...,...,20.39999962,27.10000038,33.29999924,29.10000038,,,,,,,,,,,,,,,,,,,,,,,,,,15,16,16
372,Ireland,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,96,93,93,93,94,94,94,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,17
376,Israel,76.69999695,...,...,...,...,79.5,...,...,...,...,86.59999847,88,89.30000305,90.69999695,92.09999847,92.90000153,93.5,94.09999847,94.5,95,95.5,96,96.30000305,96.59999847,96.69999695,96.80000305,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Japan,44,...,...,...,...,54,...,...,...,...,62,64,65,67,68.06970215,69.25640106,71,71.69999695,72.69999695,73.69999695,75.09999847,75.80000305,76.30000305,77,77.59999847,77.80000305,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Jordan,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,59,60,62,63,63,65,67,59.70000076,59.70000076,59.70000076,62.09999847,62.09999847,62.09999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Kazakhstan,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,54,46,52,52,52,60,60,60,63,57,58,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Kenya,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.400000095,7.5,10.60000038,...,,,,,,,,,,,,,,,,,,,,,,,,,18,18,18,
414,Kuwait,...,...,...,...,...,...,...,...,...,...,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Latvia,...,...,...,...,...,...,...,...,...,...,...,...,67,72,68,68,67,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Liechtenstein,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,98.69999695,98.67724609,98.69451904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Lithuania,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,74,74,75,77,77,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Luxembourg,...,...,...,...,100,100,...,...,...,100,...,...,...,100,...,...,...,...,...,...,99,100,100,100,98,98,98,...,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
450,Madagascar,0,...,...,...,...,0,...,...,...,0,0,0,0,0,0,0,...,...,...,...,...,...,...,...,...,...,...,...,19,,,,,19,,,,19,19,19,19,19,19,19,,,,,,,,,,,,
458,Malaysia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,60.28962326,63.53579712,67.52340698,68.32277679,68.51422882,70.10770416,71.32380676,73.32540131,75.40918732,78.42461395,78.8093338,,,,,,,,,,,,,,,,,,"20,21","20,21","20,21","20,21","20,21","20,21","20,21","20,21","20,21","20,21",21
462,Maldives,...,...,...,...,...,...,...,...,...,...,...,35,35,35,35,35,35,35,38,41,47,50,50,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Malta,...,...,...,...,...,13,13,13,13,13,16,16,18,18,15,15,11,10,16,23,21,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Marshall Islands,0,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,0,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Martinique,...,...,...,...,...,...,...,...,...,...,...,44.31999969,...,...,48.20000076,...,...,...,...,...,...,...,...,40,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,10,...,...,...,...,10,10,10,10,15,20,...,...,...,...,...,...,19.04999924,19.39999962,19.45999908,20.10000038,20.97999954,22.23999977,23,24,25,27.09000015,27.47999954,,,,,,,,,,,,,,,,,,22,22,23,23,23,23,,,,,
484,Mexico,...,...,...,21.79999924,...,...,...,...,...,...,22.89999962,25.20000076,27.70000076,29.70000076,31.5,35,36.09999847,38.31000137,40.20999908,42.14931488,44.76977158,46.5,47.45999908,50.19142914,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,100,...,...,...,...,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Montenegro,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10,11,15,17,18,18,18,18,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Netherlands,98,98,98,99,99,99,99,100,100,100,100,100,100,100,100,100,100,...,100,...,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,New Zealand,80,...,...,...,...,80,80,80,80,80,80.80000305,80.5,80.5,80.80000305,81.09999847,81.30000305,81.5,81.59999847,81.69999695,81.69999695,81.80000305,82,82,82,82,84.09999847,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,North Macedonia,5,...,...,...,...,5,...,...,...,5,5,6,6,6,6,6.5,7,7,7,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Norway,80,...,...,86,86,87,87,90,93,93,94,93,92,94,94,96,96,96,96,96,97,98,98,98,98,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Panama,...,...,...,...,...,...,...,...,...,...,30,31,33,34,36,46,48,55,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Poland,...,...,...,...,...,...,...,...,...,...,54,55,82,84,84,86,87,88,63,89,90,91,94,95,94,94,95,95,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,
620,Portugal,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,79,...,...,...,...,...,...,...,...,...,...,...,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
634,Qatar,...,...,...,...,...,...,...,...,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Republic of Korea,32.90000153,...,...,41.29999924,42,45.20000076,52.59999847,60.90000153,65.90000153,68.40000153,70.5,73.19999695,75.80000305,78.80000305,81.40000153,83.5,85.5,87.09999847,88.59999847,89.40000153,90.09999847,90.90000153,91.59999847,92.11000061,91.84999847,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Republic of Moldova,...,...,...,...,...,...,...,...,...,53,54,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Romania,...,...,...,...,...,...,...,...,...,...,...,...,...,...,28,29,31,32,32,32,34,42,45,46,47,48,50,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Réunion,...,...,...,...,...,...,...,...,0,...,...,32.20000076,...,...,35.90000153,...,...,...,...,...,...,...,...,...,48.86769867,50,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Saint Kitts and Nevis,...,...,...,...,...,...,...,...,...,...,...,5,5,5,5,5,5,5,5,5,5,5,5,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Saudi Arabia,...,...,...,...,...,...,...,...,...,...,...,...,33,35,37,38,41,44,44,45,46,51.29999924,55.29999924,56.90000153,61.20000076,60.09999847,59.79999924,61.40000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Senegal,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4.400000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Serbia,...,...,...,...,...,...,...,...,...,...,5.579999924,5.949999809,6.349999905,6.800000191,7.199999809,7.920000076,8.510000229,7.880000114,7.960000038,9.210000038,9.359999657,9.659999847,9.890000343,10.42000008,11.25,11.81000042,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Singapore,97.5,...,...,...,...,99,99,99,99,99,99,99,99,99.90000153,99.90000153,99.90000153,99.90000153,99.90000153,100,100,100,100,100,100,100,100,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Slovenia,...,...,...,...,...,...,...,...,...,...,71,72,73,75,84,85,86,88,88,89,87,90,89,90,90,92,92,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,South Africa,...,...,...,...,...,39,39,41,43,45,46,48,50,50,52,54,55,57,...,...,...,57,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
724,Spain,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,94,...,94,...,98,...,99,...,98,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,Sweden,86,94,95,...,...,93,...,...,...,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,
756,Switzerland,...,...,...,...,...,...,...,...,...,...,98,99,99,...,...,99,...,...,...,...,100,...,...,100,...,...,...,...,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,
780,Trinidad and Tobago,...,...,...,...,...,...,...,...,...,...,...,20,20,20,30,20,25.20000076,25.20000076,...,...,...,...,...,...,...,...,25.20000076,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,Tunisia,9.100000381,...,...,...,...,20,...,...,...,34.09999847,36.70000076,38.70000076,41.90000153,44.90000153,46.79999924,48.40000153,51.22000122,51.84999847,52.54999924,53.50999832,53.83000183,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,Turkey,...,...,...,...,9.600000381,9,10.39999962,14.39999962,16.60000038,22.60000038,26,27,27,30,36,42,43,46,46,50,52,...,58,64,64,70,71,...,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
784,United Arab Emirates,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,78.30000305,...,...,...,...,...,...,...,...,...,93.90000153,,,,,,,,,,,,,,,,,,26,,,,,,,,,,26
826,United Kingdom of Great Britain and Northern Ireland,...,...,...,...,...,...,...,...,...,...,98,100,100,100,100,100,...,...,97,97,100,...,...,...,...,...,...,...,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,
840,United States of America,...,...,70,...,...,...,71.80000305,...,...,...,75.40000153,...,75.40000153,...,74.90000153,...,...,...,73.69999695,...,...,...,75.5,...,...,...,...,...,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
862,Venezuela (Bolivarian Republic of),...,...,...,...,...,...,...,...,...,...,20.16666603,20.60000038,20.89999962,21.10000038,21.29999924,21.70000076,21.89999962,22,22.29999924,23.78000069,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Yemen,...,...,...,...,...,...,...,...,...,3.299999952,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Zimbabwe,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,67.18444824,72.35426331,77.04000092,75.92900085,67.90555573,68.9719696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
