CountryID,Country,Year,Population Treatment Wastewater,Percent of Generated Hazard Waste Treated,Non-treated Wastewater
348,Hungary,2008,68.0,67.04462932,
348,Hungary,2009,69.0,,
348,Hungary,2010,72.0,69.18233293,
348,Hungary,2011,72.0,,
348,Hungary,2012,73.0,53.81108925,
348,Hungary,2013,73.0,,
348,Hungary,2014,74.0,62.45536867,
348,Hungary,2015,77.0,,
348,Hungary,2016,78.0,74.73875561,
348,Hungary,2017,79.0,,
352,Iceland,2004,56.0,129.3965416,
352,Iceland,2005,96.0,,
352,Iceland,2008,100.0,149.308165,
352,Iceland,2010,73.0,95.46001927,
364,Iran (Islamic Republic of),2004,20.39999962,,3940.0
364,Iran (Islamic Republic of),2005,21.89999962,,4155.0
364,Iran (Islamic Republic of),2006,23.20000076,,4423.0
364,Iran (Islamic Republic of),2007,23.70000076,,4622.0
364,Iran (Islamic Republic of),2008,24.20000076,,4903.0
364,Iran (Islamic Republic of),2009,25.10000038,,5192.0
364,Iran (Islamic Republic of),2010,25.29999924,,5417.0
364,Iran (Islamic Republic of),2011,25.89999962,,5045.0
364,Iran (Islamic Republic of),2012,26.39999962,,5147.0
364,Iran (Islamic Republic of),2013,27.10000038,,5408.0
364,Iran (Islamic Republic of),2014,28.79999924,,5408.0
364,Iran (Islamic Republic of),2015,30.0,,5524.0
364,Iran (Islamic Republic of),2016,31.0,,5489.0
364,Iran (Islamic Republic of),2017,31.5,,5845.0
368,Iraq,2010,7.0,100.0,908.2000122
368,Iraq,2014,20.39999962,,512.9000244
368,Iraq,2015,27.10000038,100.0,544.4000244
368,Iraq,2016,33.29999924,,1214.300049
368,Iraq,2017,29.10000038,,1826.400024
372,Ireland,2011,96.0,,
372,Ireland,2012,93.0,14.43704487,
372,Ireland,2013,93.0,,
372,Ireland,2014,93.0,17.91607908,
372,Ireland,2015,94.0,,
372,Ireland,2016,94.0,14.68406534,
372,Ireland,2017,94.0,,
376,Israel,2004,92.09999847,,
376,Israel,2005,92.90000153,,
376,Israel,2006,93.5,,
376,Israel,2007,94.09999847,,
376,Israel,2008,94.5,,
376,Israel,2009,95.0,,
376,Israel,2010,95.5,,
376,Israel,2011,96.0,,
376,Israel,2012,96.30000305,,
376,Israel,2013,96.59999847,,
376,Israel,2014,96.69999695,,
376,Israel,2015,96.80000305,,
392,Japan,2004,68.06970215,,
392,Japan,2005,69.25640106,,
392,Japan,2006,71.0,,
392,Japan,2007,71.69999695,,
392,Japan,2008,72.69999695,,
392,Japan,2009,73.69999695,,
392,Japan,2010,75.09999847,,
392,Japan,2011,75.80000305,,
392,Japan,2012,76.30000305,,
392,Japan,2013,77.0,,
392,Japan,2014,77.59999847,,
392,Japan,2015,77.80000305,,
398,Kazakhstan,2006,54.0,23.05422642,360.0
398,Kazakhstan,2007,46.0,108.6297502,616.0
398,Kazakhstan,2008,52.0,81.57853391,599.0
398,Kazakhstan,2009,52.0,46.61192427,580.0
398,Kazakhstan,2010,52.0,28.13522773,689.0
398,Kazakhstan,2011,60.0,25.69769937,586.0
398,Kazakhstan,2012,60.0,35.63497369,518.0
398,Kazakhstan,2013,60.0,45.97458498,474.0
398,Kazakhstan,2014,63.0,39.00472126,417.0
398,Kazakhstan,2015,57.0,34.33270686,417.0
398,Kazakhstan,2016,58.0,35.14756851,407.0
398,Kazakhstan,2017,55.0,314.924327,326.0
400,Jordan,2005,59.0,68.09646325,
400,Jordan,2006,60.0,,
400,Jordan,2007,62.0,,
400,Jordan,2008,63.0,100.0,
400,Jordan,2009,63.0,100.0,
400,Jordan,2010,65.0,100.0,
400,Jordan,2011,67.0,100.0,
400,Jordan,2012,59.70000076,,
400,Jordan,2013,59.70000076,2656.07173,
400,Jordan,2014,59.70000076,,
400,Jordan,2015,62.09999847,,
400,Jordan,2016,62.09999847,,
400,Jordan,2017,62.09999847,,
404,Kenya,2014,3.400000095,,
404,Kenya,2015,7.5,,
404,Kenya,2016,10.60000038,,
410,Republic of Korea,2004,81.40000153,,
410,Republic of Korea,2005,83.5,,
410,Republic of Korea,2006,85.5,,
410,Republic of Korea,2007,87.09999847,,
410,Republic of Korea,2008,88.59999847,,
410,Republic of Korea,2009,89.40000153,,
410,Republic of Korea,2010,90.09999847,,
410,Republic of Korea,2011,90.90000153,,
410,Republic of Korea,2012,91.59999847,,
410,Republic of Korea,2013,92.11000061,,
410,Republic of Korea,2014,91.84999847,,
414,Kuwait,2004,100.0,,
414,Kuwait,2005,100.0,,
414,Kuwait,2006,100.0,,
414,Kuwait,2007,100.0,,
414,Kuwait,2008,100.0,,
414,Kuwait,2009,100.0,,
414,Kuwait,2010,100.0,,
414,Kuwait,2011,100.0,,
414,Kuwait,2012,100.0,,
414,Kuwait,2013,100.0,,
414,Kuwait,2014,100.0,,
414,Kuwait,2015,100.0,,
414,Kuwait,2016,100.0,,
414,Kuwait,2017,100.0,,
428,Latvia,2004,68.0,340.849307,
428,Latvia,2005,68.0,,
428,Latvia,2006,67.0,79.96265287,
428,Latvia,2007,100.0,,
428,Latvia,2008,100.0,100.6151611,
428,Latvia,2009,100.0,,
428,Latvia,2010,100.0,79.80590817,
428,Latvia,2011,100.0,,
428,Latvia,2012,100.0,43.89364342,
428,Latvia,2013,100.0,,
428,Latvia,2014,100.0,41.65082291,
428,Latvia,2015,100.0,,
428,Latvia,2016,100.0,30.94066133,
428,Latvia,2017,100.0,,
438,Liechtenstein,2015,98.69999695,,
438,Liechtenstein,2016,98.67724609,,
438,Liechtenstein,2017,98.69451904,,
440,Lithuania,2012,74.0,51.3546708,
440,Lithuania,2013,74.0,,
440,Lithuania,2014,75.0,33.51341878,
440,Lithuania,2015,77.0,,
440,Lithuania,2016,77.0,34.77067349,
440,Lithuania,2017,78.0,,
442,Luxembourg,2010,99.0,0.860889516,
442,Luxembourg,2011,100.0,,
442,Luxembourg,2012,100.0,0.632216375,
442,Luxembourg,2013,100.0,,
442,Luxembourg,2014,98.0,15.95539253,
442,Luxembourg,2015,98.0,,
442,Luxembourg,2016,98.0,10.74443197,
450,Madagascar,2004,0.0,,
450,Madagascar,2005,0.0,,
458,Malaysia,2007,60.28962326,100.0,
458,Malaysia,2008,63.53579712,100.0,
458,Malaysia,2009,67.52340698,99.99999267,
458,Malaysia,2010,68.32277679,33.68940186,
458,Malaysia,2011,68.51422882,33.26794033,
458,Malaysia,2012,70.10770416,28.64100815,
458,Malaysia,2013,71.32380676,26.41648473,
458,Malaysia,2014,73.32540131,34.24233203,
458,Malaysia,2015,75.40918732,20.30036544,
458,Malaysia,2016,78.42461395,98.66276948,
458,Malaysia,2017,78.8093338,98.69639505,
462,Maldives,2004,35.0,,
462,Maldives,2005,35.0,,
462,Maldives,2006,35.0,,
462,Maldives,2007,35.0,,
462,Maldives,2008,38.0,,
462,Maldives,2009,41.0,,
462,Maldives,2010,47.0,,
462,Maldives,2011,50.0,,
462,Maldives,2012,50.0,,
470,Malta,2004,15.0,0.0,
470,Malta,2005,15.0,,
470,Malta,2006,11.0,0.0,
470,Malta,2007,10.0,,
470,Malta,2008,16.0,0.59167315,
470,Malta,2009,23.0,,
470,Malta,2010,21.0,1.75812681,
470,Malta,2011,100.0,,
470,Malta,2012,100.0,1.318872246,
470,Malta,2013,100.0,,
470,Malta,2014,100.0,1.197686474,
470,Malta,2015,100.0,,
470,Malta,2016,100.0,0.355967493,
470,Malta,2017,100.0,,
474,Martinique,2004,48.20000076,,
474,Martinique,2013,40.0,,
480,Mauritius,2007,19.04999924,55.93029792,
480,Mauritius,2008,19.39999962,38.35852567,
480,Mauritius,2009,19.45999908,45.508676,
480,Mauritius,2010,20.10000038,36.31249887,
480,Mauritius,2011,20.97999954,16.77457133,
480,Mauritius,2012,22.23999977,15.77878629,
480,Mauritius,2013,23.0,17.11385142,
480,Mauritius,2014,24.0,17.86742292,
480,Mauritius,2015,25.0,23.73489187,
480,Mauritius,2016,27.09000015,20.79639411,
480,Mauritius,2017,27.47999954,22.63324131,
484,Mexico,2004,31.5,,
484,Mexico,2005,35.0,,
484,Mexico,2006,36.09999847,,
484,Mexico,2007,38.31000137,,
484,Mexico,2008,40.20999908,,
484,Mexico,2009,42.14931488,,
484,Mexico,2010,44.76977158,,
484,Mexico,2011,46.5,,
484,Mexico,2012,47.45999908,,
484,Mexico,2013,50.19142914,,
492,Monaco,2004,100.0,0.0,0.0
492,Monaco,2005,100.0,0.0,0.0
492,Monaco,2006,100.0,0.0,0.0
492,Monaco,2007,100.0,0.0,0.0
492,Monaco,2008,100.0,0.0,0.0
492,Monaco,2009,100.0,0.0,0.0
492,Monaco,2010,100.0,,0.0
492,Monaco,2011,100.0,,0.0
492,Monaco,2012,100.0,,0.0
492,Monaco,2013,100.0,89.19710607,0.0
492,Monaco,2014,100.0,89.35108153,0.0
492,Monaco,2015,100.0,91.81375405,0.0
492,Monaco,2016,100.0,89.94703476,
492,Monaco,2017,100.0,82.4118602,
499,Montenegro,2005,10.0,,
499,Montenegro,2006,11.0,,
499,Montenegro,2007,15.0,,
499,Montenegro,2008,17.0,,
499,Montenegro,2009,18.0,,
499,Montenegro,2010,18.0,,
499,Montenegro,2011,18.0,,
499,Montenegro,2012,18.0,,
528,Netherlands,2004,100.0,84.73584905,
528,Netherlands,2005,100.0,,
528,Netherlands,2006,100.0,89.48519803,
528,Netherlands,2008,100.0,90.52761894,
528,Netherlands,2010,100.0,84.69508049,
528,Netherlands,2011,100.0,,
528,Netherlands,2012,100.0,91.5082365,
528,Netherlands,2013,100.0,,
528,Netherlands,2014,100.0,93.03008869,
528,Netherlands,2015,100.0,,
528,Netherlands,2016,100.0,103.3427507,
528,Netherlands,2017,100.0,,
554,New Zealand,2004,81.09999847,,
554,New Zealand,2005,81.30000305,,
554,New Zealand,2006,81.5,,
554,New Zealand,2007,81.59999847,,
554,New Zealand,2008,81.69999695,,
554,New Zealand,2009,81.69999695,,
554,New Zealand,2010,81.80000305,,
554,New Zealand,2011,82.0,,
554,New Zealand,2012,82.0,,
554,New Zealand,2013,82.0,,
554,New Zealand,2014,82.0,,
554,New Zealand,2015,84.09999847,,
578,Norway,2004,94.0,150.8875598,
578,Norway,2005,96.0,,
578,Norway,2006,96.0,103.1891753,
578,Norway,2007,96.0,,
578,Norway,2008,96.0,92.40201869,
578,Norway,2009,96.0,,
578,Norway,2010,97.0,88.48949509,
578,Norway,2011,98.0,,
578,Norway,2012,98.0,74.64513191,
578,Norway,2013,98.0,,
578,Norway,2014,98.0,93.15811289,
578,Norway,2015,99.0,,
578,Norway,2016,99.0,85.1610583,
578,Norway,2017,99.0,,
584,Marshall Islands,2004,0.0,,
584,Marshall Islands,2005,0.0,,
584,Marshall Islands,2006,0.0,,
584,Marshall Islands,2007,0.0,,
591,Panama,2004,36.0,100.0,123.4047241
591,Panama,2005,46.0,100.0,127.730278
591,Panama,2006,48.0,100.0,137.0468597
591,Panama,2007,55.0,100.0,145.7242432
616,Poland,2004,84.0,97.73820209,
616,Poland,2005,86.0,,
616,Poland,2006,87.0,95.67782428,
616,Poland,2007,88.0,,
616,Poland,2008,63.0,110.6418437,
616,Poland,2009,89.0,,
616,Poland,2010,90.0,105.7727847,
616,Poland,2011,91.0,,
616,Poland,2012,94.0,82.61169679,
616,Poland,2013,95.0,,
616,Poland,2014,94.0,111.6321057,
616,Poland,2015,94.0,,
616,Poland,2016,95.0,72.57854694,
616,Poland,2017,95.0,,
620,Portugal,2005,79.0,,
620,Portugal,2017,85.0,,
634,Qatar,2004,100.0,,
634,Qatar,2005,100.0,,
634,Qatar,2006,100.0,,
634,Qatar,2007,100.0,,
634,Qatar,2008,100.0,,
634,Qatar,2009,100.0,,
634,Qatar,2010,100.0,,55.0
634,Qatar,2011,100.0,,45.0
634,Qatar,2012,100.0,,60.0
634,Qatar,2013,100.0,,21.0
634,Qatar,2014,100.0,,14.0
634,Qatar,2015,100.0,,10.0
634,Qatar,2016,100.0,,14.0
634,Qatar,2017,100.0,,8.0
638,Réunion,2004,35.90000153,,
638,Réunion,2014,48.86769867,179.1197772,
638,Réunion,2015,50.0,243.2364096,
642,Romania,2004,28.0,73.99575323,
642,Romania,2005,29.0,,
642,Romania,2006,31.0,82.29441147,
642,Romania,2007,32.0,,
642,Romania,2008,32.0,48.97268598,
642,Romania,2009,32.0,,
642,Romania,2010,34.0,61.96446976,
642,Romania,2011,42.0,,
642,Romania,2012,45.0,89.99435619,
642,Romania,2013,46.0,,
642,Romania,2014,47.0,84.76958287,
642,Romania,2015,48.0,,
642,Romania,2016,50.0,55.74363299,
642,Romania,2017,52.0,,
659,Saint Kitts and Nevis,2004,5.0,,
659,Saint Kitts and Nevis,2005,5.0,,
659,Saint Kitts and Nevis,2006,5.0,,
659,Saint Kitts and Nevis,2007,5.0,,
659,Saint Kitts and Nevis,2008,5.0,,
659,Saint Kitts and Nevis,2009,5.0,,
659,Saint Kitts and Nevis,2010,5.0,,
659,Saint Kitts and Nevis,2011,5.0,,
659,Saint Kitts and Nevis,2012,5.0,,
682,Saudi Arabia,2004,37.0,,
682,Saudi Arabia,2005,38.0,,
682,Saudi Arabia,2006,41.0,,
682,Saudi Arabia,2007,44.0,,
682,Saudi Arabia,2008,44.0,,
682,Saudi Arabia,2009,45.0,,
682,Saudi Arabia,2010,46.0,,3161.0
682,Saudi Arabia,2011,51.29999924,,2938.0
682,Saudi Arabia,2012,55.29999924,,2781.0
682,Saudi Arabia,2013,56.90000153,,2748.0
682,Saudi Arabia,2014,61.20000076,,2539.0
682,Saudi Arabia,2015,60.09999847,,2676.0
682,Saudi Arabia,2016,59.79999924,,2753.0
682,Saudi Arabia,2017,61.40000153,,2702.0
686,Senegal,2017,4.400000095,,32341.0
688,Serbia,2004,7.199999809,,792.0
688,Serbia,2005,7.920000076,,848.0
688,Serbia,2006,8.510000229,,815.0
