CountryID,Country,Year,Population Treatment Wastewater,Percent of Generated Hazard Waste Treated,Non-treated Wastewater
688,Serbia,2007,7.880000114,,1062.0
688,Serbia,2008,7.960000038,100.7723155,1034.0
688,Serbia,2009,9.210000038,100.4346268,1056.0
688,Serbia,2010,9.359999657,100.1846928,1010.0
688,Serbia,2011,9.659999847,100.0406527,919.0
688,Serbia,2012,9.890000343,99.87874676,1034.0
688,Serbia,2013,10.42000008,98.79508822,994.0
688,Serbia,2014,11.25,100.2048349,953.0
688,Serbia,2015,11.81000042,99.92348805,1048.0
702,Singapore,2004,99.90000153,,
702,Singapore,2005,99.90000153,,
702,Singapore,2006,99.90000153,,
702,Singapore,2007,99.90000153,,
702,Singapore,2008,100.0,,
702,Singapore,2009,100.0,,
702,Singapore,2010,100.0,,
702,Singapore,2011,100.0,,
702,Singapore,2012,100.0,,
702,Singapore,2013,100.0,,
702,Singapore,2014,100.0,,
702,Singapore,2015,100.0,,
705,Slovenia,2004,84.0,91.78544289,
705,Slovenia,2005,85.0,,
705,Slovenia,2006,86.0,75.00365105,
705,Slovenia,2007,88.0,,
705,Slovenia,2008,88.0,76.15749227,
705,Slovenia,2009,89.0,,
705,Slovenia,2010,87.0,86.1051374,
705,Slovenia,2011,90.0,,
705,Slovenia,2012,89.0,55.27622362,
705,Slovenia,2013,90.0,,
705,Slovenia,2014,90.0,59.07143639,
705,Slovenia,2015,92.0,,
705,Slovenia,2016,92.0,62.06751499,
705,Slovenia,2017,96.0,,
710,South Africa,2004,52.0,,
710,South Africa,2005,54.0,,
710,South Africa,2006,55.0,,
710,South Africa,2007,57.0,,
710,South Africa,2011,57.0,,
716,Zimbabwe,2012,67.18444824,,228.1660004
716,Zimbabwe,2013,72.35426331,,193.2969971
716,Zimbabwe,2014,77.04000092,,194.7140045
716,Zimbabwe,2015,75.92900085,,174.9750061
716,Zimbabwe,2016,67.90555573,,226.3659973
716,Zimbabwe,2017,68.9719696,,229.4320831
724,Spain,2006,94.0,92.41312472,
724,Spain,2008,94.0,92.14677293,
724,Spain,2010,98.0,91.72506111,
724,Spain,2012,99.0,77.73359662,
724,Spain,2014,98.0,77.78596075,
752,Sweden,2004,100.0,71.86284828,
752,Sweden,2005,100.0,,
752,Sweden,2006,100.0,24.60575169,
752,Sweden,2007,100.0,,
752,Sweden,2008,100.0,48.28086221,
752,Sweden,2009,100.0,,
752,Sweden,2010,100.0,30.45170428,
752,Sweden,2011,100.0,,
752,Sweden,2012,100.0,41.65730663,
752,Sweden,2013,100.0,,
752,Sweden,2014,100.0,42.55251048,
752,Sweden,2015,100.0,,
752,Sweden,2016,100.0,55.98340137,
752,Sweden,2017,100.0,,
756,Switzerland,2005,99.0,,
756,Switzerland,2010,100.0,,
756,Switzerland,2013,100.0,,
780,Trinidad and Tobago,2004,30.0,,
780,Trinidad and Tobago,2005,20.0,,
780,Trinidad and Tobago,2006,25.20000076,,
780,Trinidad and Tobago,2007,25.20000076,,
780,Trinidad and Tobago,2016,25.20000076,,
784,United Arab Emirates,2007,78.30000305,,
784,United Arab Emirates,2017,93.90000153,,
788,Tunisia,2004,46.79999924,,
788,Tunisia,2005,48.40000153,,
788,Tunisia,2006,51.22000122,,18.29999924
788,Tunisia,2007,51.84999847,,15.30000019
788,Tunisia,2008,52.54999924,,15.5
788,Tunisia,2009,53.50999832,,15.69999981
788,Tunisia,2010,53.83000183,,16.39999962
792,Turkey,2004,36.0,123.3861178,
792,Turkey,2005,42.0,,
792,Turkey,2006,43.0,599.3330863,
792,Turkey,2007,46.0,,
792,Turkey,2008,46.0,114.27884,
792,Turkey,2009,50.0,,
792,Turkey,2010,52.0,80.09278979,
792,Turkey,2012,58.0,89.53916554,
792,Turkey,2013,64.0,,
792,Turkey,2014,64.0,189.0090274,
792,Turkey,2015,70.0,,
792,Turkey,2016,71.0,138.3477243,
807,North Macedonia,2004,6.0,,
807,North Macedonia,2005,6.5,,
807,North Macedonia,2006,7.0,,
807,North Macedonia,2007,7.0,,
807,North Macedonia,2008,7.0,96.27387052,
826,United Kingdom of Great Britain and Northern Ireland,2004,100.0,59.38134723,
826,United Kingdom of Great Britain and Northern Ireland,2005,100.0,,
826,United Kingdom of Great Britain and Northern Ireland,2008,97.0,45.48940194,
826,United Kingdom of Great Britain and Northern Ireland,2009,97.0,,
826,United Kingdom of Great Britain and Northern Ireland,2010,100.0,37.64066043,
840,United States of America,2004,74.90000153,,
840,United States of America,2008,73.69999695,,
840,United States of America,2012,75.5,,
862,Venezuela (Bolivarian Republic of),2004,21.29999924,,
862,Venezuela (Bolivarian Republic of),2005,21.70000076,,
862,Venezuela (Bolivarian Republic of),2006,21.89999962,,
862,Venezuela (Bolivarian Republic of),2007,22.0,,
862,Venezuela (Bolivarian Republic of),2008,22.29999924,,
862,Venezuela (Bolivarian Republic of),2009,23.78000069,,
