CountryID,Country,Year,Freshwater,Fresh Groundwater,Fresh Surface Water,Renewable Freshwater Resources,Renewable Freshwater Per Capita,Population Supplied by Water Industry,Precipitation,Evapotranspiration
76,Brazil,2015,70270.97656,7027.419922,56770.83984,4043114.75,19773.0,83.30000305,12728817.0,11760121.0
76,Brazil,2016,70016.53125,7005.677734,56040.0,4047405.75,19632.0,83.30000305,13162370.0,11719974.0
84,Belize,2004,10.59000015,1.610000014,8.979999542,3395.0,12297.0,57.43119812,40278.0,36883.0
84,Belize,2005,10.14269447,1.653407693,8.489287376,12972.0,45793.0,57.26739883,49017.0,36045.0
100,Bulgaria,2012,5715.0,566.0,5149.0,83710.0,11451.0,99.0,74630.0,58179.0
100,Bulgaria,2013,5468.0,558.0,4910.0,109659.0,15042.0,99.0,70865.0,54681.0
100,Bulgaria,2014,5376.0,547.0,4829.0,118740.0,16388.0,99.0,115306.0,90476.0
100,Bulgaria,2015,5629.0,558.0,5071.0,105982.0,14720.0,99.0,82073.0,52052.0
100,Bulgaria,2016,5689.0,561.0,5128.0,102083.0,14273.0,99.0,74713.0,56314.0
100,Bulgaria,2017,5658.0,582.0,5076.0,82095.0,11559.0,99.0,84411.0,70207.0
188,Costa Rica,2008,384.4632568,47.26379776,337.1994629,121639.8125,27461.0,94.69000244,174368.9844,52729.17969
188,Costa Rica,2009,486.416748,61.94382858,424.4729309,106538.5391,23737.0,95.19999695,152721.5313,46182.98828
188,Costa Rica,2010,853.3330688,81.94768524,771.385376,136020.5625,29926.0,90.73000336,194983.625,58963.05078
188,Costa Rica,2011,1066.21228,100.8134537,965.3988647,110256.0078,23966.0,91.84999847,158050.4844,47794.46875
188,Costa Rica,2012,1246.022095,125.2486267,1120.773438,95862.78906,20597.0,92.69000244,137417.9844,41555.19922
188,Costa Rica,2013,1347.408447,152.5314484,1194.876953,96053.95313,20256.0,94.60401917,137692.0156,41638.07031
188,Costa Rica,2014,1656.326782,216.4719238,1439.854858,112310.9297,23421.0,95.07258606,160996.1875,48685.25
188,Costa Rica,2015,1992.942749,249.5137177,1743.429077,106960.0469,22064.0,94.91223145,153325.7656,46365.71094
188,Costa Rica,2016,2885.914795,366.8353271,2519.079346,104994.4922,21430.0,95.26999664,150508.1563,45513.67188
188,Costa Rica,2017,2917.066895,381.4477234,2535.619141,109827.4688,22188.0,95.20999908,157436.1563,47608.69141
191,Croatia,2011,672.0,470.0,202.0,112660.0,26119.0,86.0,66680.0,39600.0
192,Cuba,2004,5340.0,1600.0,3740.0,24593.0,2183.0,91.59999847,102002.0,77410.0
192,Cuba,2005,3813.0,1485.0,2328.0,64761.0,5739.0,91.59999847,160396.0,95635.0
192,Cuba,2006,5401.0,1836.0,3565.0,51987.0,4602.0,92.09999847,143146.0,91159.0
192,Cuba,2007,5443.0,2286.0,3157.0,74581.0,6598.0,92.40000153,173896.0,99316.0
192,Cuba,2008,6481.0,2336.0,4145.0,57021.0,5042.0,92.40000153,150892.0,93871.0
192,Cuba,2009,6812.0,2169.0,4643.0,32920.0,2908.0,94.5,114559.0,81639.0
192,Cuba,2010,6700.0,2749.0,3951.0,48436.0,4274.0,92.69999695,137896.0,89461.0
192,Cuba,2011,6553.0,2375.0,4178.0,45387.0,3997.0,92.30000305,134831.0,89445.0
192,Cuba,2012,7574.0,3043.0,4531.0,59447.0,5223.0,93.40000153,153841.0,94395.0
192,Cuba,2013,8022.0,2867.0,5155.0,51732.0,4585.0,93.59999847,142297.0,90566.0
192,Cuba,2014,8024.0,2928.0,5096.0,49901.0,4413.0,95.19999695,139333.0,89448.0
192,Cuba,2015,6037.0,2814.0,3223.0,44266.0,3909.0,95.5,129751.0,85505.0
192,Cuba,2016,5989.0,2634.0,3355.0,45712.0,4033.0,95.5,133613.0,87921.0
192,Cuba,2017,6661.0,2784.0,3877.0,66930.0,5903.0,95.59999847,163527.0,96617.0
196,Cyprus,2004,267.0,172.0,95.0,323.0,320.0,100.0,3227.0,2904.0
196,Cyprus,2005,235.0,140.0,95.0,230.0,224.0,100.0,2303.0,2073.0
196,Cyprus,2006,233.0,140.0,93.0,233.0,223.0,100.0,2326.0,2094.0
196,Cyprus,2007,216.0,145.0,71.0,277.0,260.0,100.0,2767.0,2490.0
196,Cyprus,2008,160.0,130.0,30.0,165.0,153.0,100.0,1648.0,1483.0
196,Cyprus,2009,184.0,145.0,39.0,374.0,341.0,100.0,3745.0,3370.0
196,Cyprus,2010,201.0,140.0,61.0,257.0,231.0,100.0,2570.0,2313.0
196,Cyprus,2011,221.0,155.0,66.0,335.0,298.0,100.0,3348.0,3013.0
196,Cyprus,2012,255.0,155.0,100.0,474.0,418.0,100.0,4737.0,4263.0
196,Cyprus,2013,255.0,140.0,115.0,177.0,155.0,100.0,1770.0,1593.0
196,Cyprus,2014,217.0,135.0,82.0,236.0,205.0,100.0,2358.0,2122.0
196,Cyprus,2015,232.0,150.0,82.0,290.0,250.0,100.0,2904.0,2614.0
196,Cyprus,2016,218.0,155.0,63.0,258.0,220.0,100.0,2580.0,2322.0
196,Cyprus,2017,216.0,155.0,61.0,196.0,166.0,100.0,1956.0,1760.0
