CountryID,Country,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
584,Marshall Islands,120.5500031,132.1399994,104.7600021,107.7699966,115.5,109.2600021,143.0700073,144.4100037,107.25,99.55999756,145.1199951,141.2200012,...,...
480,Mauritius,3890,4801,3562,3683,4179,4213,3927,3295,3141,3691,3730,4771,3607,4041
492,Monaco,1.110000014,1.350000024,1.210000038,0.680000007,2.289999962,1.769999981,2.190000057,1.419999957,1.769999981,2.170000076,3,1.440000057,1.162999988,0.977680027
504,Morocco,...,...,...,139000,165000,165000,165000,146000,91000,...,...,...,...,...
520,Nauru,66.93499756,58.2120018,42.4620018,18.3409996,7.132999897,46.20199966,22.90200043,25.62800026,30.77499962,...,60.39599991,88.68299866,...,...
524,Nepal,233429,206200,212235,285972,252562,229455,250207,256962,222979,250354,223420,205611,...,...
528,Netherlands,34045,31154,30418,36559,32924,29896,32451,31397,34987,30497,31678,35341,32032,35199
562,Niger,399231.6875,572338.4375,530492.875,532140,490432.6563,443403.9375,563043.3125,442390.3125,604485.6875,...,...,...,...,...
807,North Macedonia,22797,19174,13863,15422,12999,14528,20930,10207.41797,16544.38672,15359.33887,21698.23633,17889.17773,...,...
578,Norway,...,...,...,...,...,...,296366,465153,379740,397998,357169,444104,359203,394534
512,Oman,...,...,...,...,...,...,...,...,...,...,...,...,...,...
591,Panama,218414.9375,228325.4219,219090.2813,247074.8281,217466.3906,208818.1719,265632.9375,209856.6094,185971.0469,175760.9375,180933.1875,147431.5469,193960.625,208954.4844
600,Paraguay,586477.125,545852.0625,566126.5,547898.8125,493101.7813,636689.75,585615.4375,547480.125,569653.5,527679.375,720080.8125,773074.875,669789.9375,697115.125
608,Philippines,...,653095.25,718651.5625,652524.75,899305.8125,767214.75,567576.3125,978893.6875,835447.375,729876.8125,663560.5,538834.75,...,...
616,Poland,194141,179502,193361,225164,200307,211421,248911,215303,195948,210158,199870,155818,218545,248836
620,Portugal,61516,35188,66782,76685,52684,45418,79650,70534,52763,85997,95028,49555,86014,46770
634,Qatar,489.3999939,612.0999756,1490.300049,422.2999878,388.7000122,922.2000122,352.8999939,874.7000122,418.7999878,735.9000244,492.7999878,970.0999756,688.7999878,965.4000244
498,Republic of Moldova,19806.80078,20682.40039,17170.40039,16967.59961,18995.59961,14348,24105,13774,17690,19851,19783,14483,20829,19235
642,Romania,167000,206000,162500,174000,158000,156000,201750,119290,148798,162799,197196,152358,187738,157892
643,Russian Federation,10443008,9632981,10139890,10028576,10062826,10052551,9853898,9497691,10213529,10960192,9644969,11484226,10203254,9977200
646,Rwanda,...,...,...,...,31666.17969,30475.69922,33941.78125,35158.60156,32414.17969,...,...,...,...,...
659,Saint Kitts and Nevis,290.3399963,270.0299988,252.2700043,138.8000031,192.1600037,161.3800049,347.230011,279.6000061,173.1699982,...,...,...,...,...
682,Saudi Arabia,155358.625,199827.5938,186668.9688,102110.3438,94117.24219,123055.1719,151434.4844,156331.0313,107985.7109,188637.0313,124437.0391,141734.5313,192000,144000
686,Senegal,...,...,...,135000,...,...,...,...,...,126170.0469,87046.85156,140332.8438,122077.2031,...
688,Serbia,60740,63501.05469,53796.27734,57251.8125,46758,59320,64511,34665,46082,51568,77980,51746,...,...
702,Singapore,2136.399902,1930.699951,2753.199951,2886.199951,2325.100098,1920.900024,2075.100098,2524.199951,2159.899902,2748.399902,1538.400024,1266.800049,...,...
703,Slovakia,41715,46029,36274,39460,40049,41715,59104,31791,34849,42348,46806,35241,45289,40535
705,Slovenia,32053,28343,24125,28656,36444,33588,35827,23127,30156,34848,39897,24144,31315,31836
710,South Africa,...,...,...,...,...,...,...,...,...,...,...,...,...,...
724,Spain,221456,313516,355747,300643,305174,425690,337988,246633,422482,263371,...,344073,...,...
144,Sri Lanka,105435,126037,107600,...,...,...,...,...,...,...,...,...,...,...
729,Sudan,7204,8556,9295,11622,8305,7106,9372,7087,...,...,...,...,...,...
740,Suriname,...,...,...,...,...,1833.800049,2319,2074.600098,1805.199951,2193.800049,1670.5,1979.699951,1925.199951,2192.399902
752,Sweden,341893,337949,364915,344891,362544,344652,338882,384349,399732,311506,336488,375110,315176,359510
756,Switzerland,56977,53152,56696,63723,58563,55425,59183,49767,61785,65295,64698,60198,...,...
760,Syrian Arab Republic,60397,50405,41991,39131,...,...,...,...,...,...,...,...,...,...
768,Togo,...,...,...,...,...,...,...,...,...,...,...,...,...,...
780,Trinidad and Tobago,11607.74023,12084.12988,10882.75,...,...,...,...,...,...,...,...,...,...,...
788,Tunisia,38280,26400,30600,31680,21120,34080,21600,29280,32400,18360,...,...,...,...
792,Turkey,490373,504580,492480,471248,396064,633671,568961,519083,490013,381005,463599,458793,468126,396842
804,Ukraine,402.619873,374.8529968,356.1405334,340.4461975,383.303772,348.8969727,428.5758667,286.1196594,367.0058289,360.9695435,328.9772644,301.8139954,397.790863,339.2389221
784,United Arab Emirates,2633.238281,2654.57666,4613.962891,2004.885742,2937.646729,4791.509277,2411.687988,2319.52002,1195.069702,4773.133789,2633.290771,1488.216553,4428.126953,3613.246826
826,United Kingdom of Great Britain and Northern Ireland,307431,273842,298282,292292,316187,284961,231974,...,...,...,...,...,...,...
834,United Republic of Tanzania,...,...,...,...,...,...,...,...,783288.125,824777.4375,915600.3125,883278.3125,817311.25,...
862,Venezuela (Bolivarian Republic of),1520000,1560000,1060000,1335846.125,1293661.5,936000,...,...,...,...,...,...,...,...
887,Yemen,...,...,...,...,...,...,...,...,...,...,...,...,...,...
894,Zambia,1033.400024,759.2000122,1010.799988,1036.099976,1019.900024,1002.200012,1008.799988,890.4000244,1033.900024,...,...,...,...,...
716,Zimbabwe,278336.2188,206710.4531,326555.625,233834.6719,311128.875,286966.0313,277085.7813,291270.2813,259853.4063,300531.2188,294826.1563,244809.2656,211907.5156,372899.4063
