CountryID,Country,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
688,Serbia,48769,50655.78125,47887.20313,55215.71094,44263,52400,58040,25257,44228,50030,73681.57031,46169.79297,...,...
703,Slovakia,31618,33628,21374,30196,29903,30883,26593,24061,20982,22690,25499,23692,22399,22287
705,Slovenia,11028,11814,11899,12943,13262,13065,14097,15371,12743,13418,14671,13483,12909,13187
724,Spain,167743,229192,246070,232014,225420,254731,230507,166040,254207,199930,...,181681,...,...
144,Sri Lanka,69064,66371,64812,...,...,...,...,...,...,...,...,...,...,...
752,Sweden,165568,167611,174108,169929,165803,169605,163011,186217,170139,165201,177042,171115,162807,163216
756,Switzerland,21552,19594,22325,24524,18729,17734,21690,18709,22632,19328,23163,20025,...,...
760,Syrian Arab Republic,51337,42844,36112,33653,...,...,...,...,...,...,...,...,...,...
768,Togo,...,...,...,...,...,...,...,...,...,...,...,...,...,...
780,Trinidad and Tobago,7328.78418,8016.294922,6529.649902,...,...,...,...,...,...,...,...,...,...,...
788,Tunisia,33846,23342,27056,28011,19026,30701,19458,26376,29186.55664,16539.04883,...,...,...,...
826,United Kingdom of Great Britain and Northern Ireland,135846,123325,139364,136312,136312,131620,120984,126192,139959,...,...,...,...,...
862,Venezuela (Bolivarian Republic of),980000,930000,650000,851538.4375,851538.4375,851538.4375,...,...,...,...,...,...,...,...
887,Yemen,...,...,...,...,...,...,...,...,...,...,...,...,...,...
894,Zambia,40.40000153,44.90000153,42.09999847,43.20000076,44.59999847,43.90000153,43.90000153,43.90000153,44.40000153,...,...,...,...,...
716,Zimbabwe,243289.1563,180682.25,285436.9688,204391.0938,271952.6875,250832.3438,242196.1875,254594.6094,227133.6406,262689.4375,257702.75,213983.7969,185224.9219,325945.3125
