CountryID,Country,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
246,Finland,81839.01,69837.08,81207.9,79544.79,71452.38,67834.7,75649.74,67899.41,62419.24,62856.36,58700.07,55086.25,58039.64,55336.72
250,France,"5,58,006.76","5,59,561.38","5,47,350.92","5,36,920.91","5,29,131.49","5,10,222.31","5,16,993.59","4,88,626.08","4,89,044.21","4,90,340.67","4,60,180.56","4,64,049.06","4,65,667.52","4,70,593.20"
266,Gabon,...,...,...,...,...,...,...,...,...,...,...,...,...,...
270,Gambia,...,...,...,...,...,...,...,...,...,...,...,...,...,...
268,Georgia,11139.53,11408.13,13768.41,14424.61,13770.38,13052.95,12877.32,15947.92,17159.07,16610.14,...,...,...,...
276,Germany,"10,18,676.23","9,93,198.75","10,00,519.90","9,73,838.74","9,76,672.15","9,09,260.14","9,42,338.00","9,19,434.65","9,24,147.41","9,41,570.26","9,02,388.74","9,06,320.05","9,09,052.47","8,94,296.28"
288,Ghana,15386.25,16217.13,18227.04,...,...,...,...,...,...,...,...,...,...,...
300,Greece,"1,31,982.90","1,36,446.50","1,32,540.10","1,35,170.74","1,31,846.08","1,24,640.14","1,18,522.25","1,15,593.36","1,12,326.85","1,02,705.10",99276.89,95482.14,91839.59,95585.97
308,Grenada,...,...,...,...,...,...,...,...,...,...,...,...,...,...
320,Guatemala,...,22948.27,...,...,...,...,...,...,...,...,...,...,...,...
324,Guinea,...,...,...,...,...,...,...,...,...,...,...,...,...,...
624,Guinea-Bissau,...,...,2150.28,...,...,...,13064.99,...,...,...,...,...,...,...
328,Guyana,2891.31,...,...,...,...,...,...,...,...,...,...,...,...,...
332,Haiti,...,...,...,...,...,...,...,...,...,...,...,...,...,...
340,Honduras,...,13185.67,...,...,...,...,...,...,...,...,...,15977.15,...,...
348,Hungary,75630.98,75386.68,74139.16,72456.79,70519.93,64481.6,64856.75,63239.46,59569.73,56763.15,57391.17,60797.34,61257.34,63781.35
352,Iceland,4211.34,4059.46,4648.29,4947.06,5342.91,5005.6,4928.92,4680.96,4683.54,4688.54,4722.1,4799.81,4754.6,4835.51
356,India,...,...,...,...,...,...,"21,00,849.73",...,...,...,...,...,...,...
360,Indonesia,...,...,...,...,...,...,...,...,...,...,...,...,...,...
364,Iran (Islamic Republic of),...,...,...,...,...,...,...,...,...,...,...,...,...,...
368,Iraq,...,...,...,...,...,...,...,...,...,...,...,...,...,...
372,Ireland,67990.21,69702.11,68825.59,68042.03,67490.64,61736.43,61277.54,57156.86,57752.7,57589.73,57325.32,59415.93,61491.44,61004.88
376,Israel,70223.7,70784.48,72125.21,75367.21,76733.41,72892.51,75738.28,77881.67,83821.96,78272.45,76032.39,79163.87,79049.45,78034.61
380,Italy,"5,85,375.66","5,86,529.47","5,76,602.67","5,69,689.77","5,57,101.80","5,02,603.75","5,13,756.38","5,01,288.05","4,82,361.63","4,47,072.72","4,26,491.71","4,39,431.75","4,36,088.45","4,31,324.46"
388,Jamaica,...,...,15966,15762.05,18465.11,15533.79,14866.26,...,14918.49,...,...,...,...,...
392,Japan,"13,71,688.86","13,78,770.81","13,57,162.21","13,93,190.47","13,21,204.29","12,48,422.29","13,02,549.97","13,53,603.93","13,96,323.77","14,07,809.07","13,58,344.55","13,19,800.19","13,02,842.08","12,89,239.53"
400,Jordan,...,...,27752,...,...,...,...,...,...,...,...,...,...,...
398,Kazakhstan,"2,48,963.98","2,62,116.25","2,84,307.53","2,92,204.62","2,95,595.60","2,89,196.42","3,20,259.32","3,11,437.82","3,17,589.18","3,26,985.99","3,51,113.73","3,59,580.68","3,60,520.71","3,81,931.52"
404,Kenya,...,39765.16,...,...,...,...,49964.09,...,...,...,...,...,...,...
296,Kiribati,29.66,31.23,256.41,271.21,170.31,...,...,...,...,...,...,...,...,...
414,Kuwait,...,...,...,...,...,...,...,...,...,...,...,...,86336.98,...
417,Kyrgyzstan,10990.12,11369.69,11435.36,12478.44,13746.3,13636.63,12773.96,...,...,...,...,...,...,...
418,Lao People's Democratic Republic,...,...,...,...,...,...,...,...,...,...,...,...,...,...
428,Latvia,11276.28,11451.43,11932.7,12380.71,11906.52,11221.35,12309.64,11519.61,11336.64,11264.06,11166,11214,11203.13,11248.15
422,Lebanon,...,...,...,...,...,...,...,24484.86,26223.53,26134.76,...,...,...,...
426,Lesotho,...,...,...,...,...,...,...,...,...,...,...,...,...,...
430,Liberia,...,...,...,...,...,...,...,...,...,...,...,...,...,...
438,Liechtenstein,263.96,264.51,267.84,238.55,258.55,243.91,229.02,215.97,225.2,231.77,199.73,197.79,187.99,194
440,Lithuania,21702.41,22801.83,23095.7,25282.97,24376.27,20068.47,20887.59,21462.69,21396.48,20167.64,20110.69,20400.43,20420.35,20617.61
442,Luxembourg,12766.97,13009.12,12838.07,12253.93,12135.1,11587.58,12169.06,12046.25,11773.25,11234.48,10776.85,10290.1,10050.69,10235.7
450,Madagascar,...,25924.6,27695.96,27733.32,27239.25,27414.91,27756.08,...,...,...,...,...,...,...
454,Malawi,...,...,...,...,...,...,...,...,...,...,...,...,...,...
458,Malaysia,"2,44,841.99","2,62,996.44","2,63,945.15","2,79,777.19","2,88,268.42","2,80,071.16","3,01,001.12","2,87,740.31",...,...,...,...,...,...
462,Maldives,...,...,...,...,...,...,...,1282.1,1351.7,1447.68,1508.21,1535.9,...,...
466,Mali,...,...,...,...,...,...,52732.84,...,...,...,...,...,...,...
470,Malta,3139.28,2972.18,3032.32,3130.48,3078.43,2899.98,2984.08,2992.34,3207.53,2894.18,2933.25,2255.29,1944.05,2156.18
584,Marshall Islands,...,135.09,...,...,...,...,169.82,...,...,...,...,...,...,...
478,Mauritania,...,...,...,...,...,...,...,...,...,...,...,...,...,...
480,Mauritius,4319.23,4342.16,5488.04,...,...,...,...,...,...,6591.27,...,...,...,...
484,Mexico,"5,52,855.52","5,61,540.10","5,81,689.21","6,10,557.23","6,43,223.27","6,23,101.90","6,38,605.89","6,50,407.17","6,47,100.66","6,05,887.32",...,...,...,...
583,Micronesia (Federated States of),...,...,...,...,...,...,...,...,...,...,...,...,...,...
492,Monaco,100.09,98.69,92.72,92.63,93.36,91.05,87.89,85.57,87.56,90.29,84.81,85.76,86.53,85.52
496,Mongolia,...,...,17710.95,...,...,...,...,...,...,...,...,...,...,...
499,Montenegro,4842.96,4510.42,4643.92,4655.01,4365.87,3084.51,4024.82,3863.59,...,...,...,...,...,...
504,Morocco,71387.7,74681.6,76369.4,...,85287.9,...,"1,00,516.44",...,96108.05,...,...,...,...,...
508,Mozambique,...,...,...,...,...,...,...,...,...,...,...,...,...,...
104,Myanmar,37542.13,38374.9,...,...,...,...,...,...,...,...,...,...,...,...
516,Namibia,...,...,...,...,...,...,...,...,...,...,...,...,...,...
520,Nauru,...,...,...,22.6,...,...,42.19,...,...,...,...,...,...,...
524,Nepal,...,...,...,...,...,...,...,...,...,...,...,...,...,...
528,Netherlands,"2,19,893.84","2,14,226.59","2,09,176.56","2,07,676.79","2,07,040.28","2,01,382.08","2,13,281.34","1,99,175.46","1,95,272.03","1,94,878.14","1,87,184.61","1,95,422.37","1,94,991.61","1,92,876.47"
554,New Zealand,79294.83,81274.42,81455.21,79415.58,79526.33,76771.18,77267.81,76975.49,79401.58,78804.91,79449.84,79493.71,77623.31,79640.86
558,Nicaragua,...,...,...,...,...,...,...,...,...,...,...,...,...,...
562,Niger,...,...,...,...,15520,...,...,...,...,...,...,...,...,...
566,Nigeria,...,...,...,...,...,...,...,...,...,...,...,...,...,...
570,Niue,...,5.57,6.74,8.15,4.87,26.08,...,...,...,...,...,...,...,...
807,North Macedonia,12417.18,13034.86,11938.33,12404.59,12484.65,11491.3,...,...,...,...,...,...,...,...
578,Norway,56190.76,55403.47,55355.14,57008.7,55587.36,53179.2,55468.97,54643.09,54121.12,53969.36,53930.25,54353.97,53472.21,52386.53
512,Oman,...,...,...,...,...,...,...,...,...,...,...,...,...,...
586,Pakistan,...,...,...,...,"3,20,234.00",...,...,...,"3,64,449.00",...,...,"3,94,583.00",...,...
585,Palau,...,346.48,...,...,...,...,...,...,...,...,...,...,...,...
591,Panama,...,...,...,...,...,...,...,...,...,...,...,...,...,...
598,Papua New Guinea,...,...,...,...,...,...,...,...,...,...,...,...,...,...
600,Paraguay,...,32296.22,...,...,...,...,...,44088.45,45230.73,...,...,...,...,...
604,Peru,...,...,...,...,...,...,80591.02,...,84564,...,...,...,...,...
608,Philippines,...,...,...,...,...,...,...,...,...,...,...,...,...,...
616,Poland,"4,04,101.55","4,04,459.53","4,19,741.76","4,19,497.50","4,13,124.39","3,94,084.80","4,12,926.32","4,12,006.11","4,04,526.56","4,01,147.19","3,88,469.51","3,91,674.13","4,00,268.49","4,14,679.37"
620,Portugal,83350.56,85503.56,80733.33,78449.13,76066.24,72999.62,68749.86,67356.05,65466.54,63611.12,63520.26,67698.41,65865.83,70447.04
634,Qatar,...,...,...,61592.97,...,...,...,...,...,...,...,...,...,...
410,Republic of Korea,"5,55,143.69","5,59,059.09","5,64,427.04","5,79,427.36","5,92,707.18","5,97,583.32","6,57,515.90","6,82,985.64","6,87,091.84","6,96,853.31","6,90,884.85","6,92,861.37","6,93,942.65",...
498,Republic of Moldova,12304.47,12752.98,11943.3,11658.57,13058.72,13136.8,13939.38,14141.72,13364.24,12836.34,...,...,...,...
642,Romania,"1,52,551.97","1,51,387.14","1,52,110.74","1,54,670.41","1,49,918.10","1,28,031.30","1,24,173.34","1,29,010.35","1,25,638.73","1,16,001.00","1,16,214.83","1,16,418.66","1,14,287.85","1,16,875.47"
643,Russian Federation,"19,74,435.64","19,95,073.02","20,57,942.51","20,59,557.10","20,98,480.69","19,61,217.41","20,57,878.02","21,19,644.44","21,47,996.18","20,92,550.41","20,94,363.54","20,94,011.75","20,98,138.55","21,55,270.61"
646,Rwanda,...,6180.08,...,...,...,...,...,...,...,...,...,...,...,...
659,Saint Kitts and Nevis,...,...,...,...,...,...,...,...,...,...,...,...,...,...
662,Saint Lucia,...,546.14,...,...,...,...,647.6,...,...,...,...,...,...,...
670,Saint Vincent and the Grenadines,381.02,...,...,...,...,...,...,...,...,...,...,...,...,...
882,Samoa,...,...,...,...,...,...,...,...,...,...,...,...,...,...
674,San Marino,...,...,...,237.45,...,...,267.27,...,...,...,...,...,...,...
678,Sao Tome and Principe,...,102.29,...,...,...,...,...,...,153.42,...,...,...,...,...
682,Saudi Arabia,...,...,...,...,...,...,"5,25,332.15",...,"5,48,262.55",...,...,...,...,...
686,Senegal,...,13580.08,...,...,...,...,...,...,...,...,...,...,...,...
688,Serbia,...,...,...,...,...,...,...,...,...,...,...,...,...,...
690,Seychelles,...,...,...,...,...,...,...,...,...,...,...,...,...,...
702,Singapore,...,...,...,...,...,...,46869.5,...,48333.87,...,...,...,...,...
703,Slovakia,51271.02,51271.66,51168.78,49417.37,49935.39,45653.72,46405.54,45704.01,43185.82,42855.65,40791.62,41830.67,42316.79,43475.29
705,Slovenia,20156.01,20456.75,20625.25,20789.28,21514.46,19530.1,19555.22,19565.61,19004.84,18307.64,16575.01,16750.9,17607.61,17366.76
90,Solomon Islands,...,493.02,...,...,...,...,618.61,...,...,...,...,...,...,...
710,South Africa,...,...,...,...,...,...,...,...,...,...,...,...,...,...
728,South Sudan,...,...,...,...,...,...,...,...,31521.81,32646.6,33381.66,33638.5,...,...
724,Spain,"4,28,860.79","4,43,439.52","4,36,395.82","4,47,253.68","4,13,027.78","3,73,425.05","3,58,858.91","3,58,230.88","3,50,958.86","3,24,693.22","3,26,815.62","3,38,254.29","3,26,890.38","3,40,298.29"
144,Sri Lanka,...,...,...,...,...,...,...,...,...,...,...,...,...,...
275,State of Palestine,...,...,...,...,...,...,...,3261.75,...,...,...,...,...,...
729,Sudan,...,...,...,...,...,...,...,...,...,...,...,...,...,...
740,Suriname,...,...,...,...,...,...,...,...,...,...,...,...,...,...
752,Sweden,69455.15,66624.03,66247.36,65129.16,62753.43,58496.75,64467.31,60131.47,57294.3,55607.71,53846.36,53739.18,53285.94,52715.03
756,Switzerland,54698.08,55414.41,55022.4,53159.34,54524.83,53082.11,54726.72,50615.83,52037.42,52816.49,48877.39,48412.5,48725.31,47873.18
760,Syrian Arab Republic,74843.52,79215.75,...,...,...,...,...,...,...,...,...,...,...,...
762,Tajikistan,8382,7876,8458,7630,7675,8266,8184,...,...,...,...,...,...,...
764,Thailand,"2,79,133.00","2,87,728.00","2,90,984.00","3,01,055.00","3,03,027.00","3,04,459.00","3,14,920.00","3,14,272.00","3,24,780.00","3,18,660.90",...,...,...,...
626,Timor-Leste,...,...,...,...,...,...,1276.59,...,...,...,...,...,...,...
768,Togo,...,6158.02,...,...,...,...,...,...,...,...,...,...,...,...
776,Tonga,...,...,192.19,...,...,...,...,...,...,...,...,...,...,...
780,Trinidad and Tobago,...,...,...,...,...,...,...,...,...,...,...,...,...,...
788,Tunisia,...,...,...,...,...,...,...,...,...,...,...,...,...,...
792,Turkey,"3,14,668.94","3,37,139.73","3,58,291.53","3,91,422.39","3,87,590.13","3,95,596.00","3,98,882.58","4,27,830.53","4,47,254.81","4,39,325.69","4,58,368.97","4,72,595.01","4,97,741.90","5,23,752.84"
795,Turkmenistan,75408.52,...,...,...,...,...,66367.2,...,...,...,...,...,...,...
798,Tuvalu,...,...,...,...,...,...,...,...,...,...,18.43,...,...,...
800,Uganda,...,...,...,...,...,...,...,...,...,...,...,...,...,...
804,Ukraine,"4,42,498.57","4,41,635.07","4,59,266.97","4,62,601.91","4,50,384.56","3,89,970.18","4,06,799.09","4,28,125.58","4,17,169.51","4,08,768.45","3,62,502.50","3,18,938.91","3,37,397.31","3,22,778.65"
784,United Arab Emirates,...,"1,95,308.00",...,...,...,...,...,...,...,...,"1,99,878.61",...,...,...
826,United Kingdom of Great Britain and Northern Ireland,"7,03,280.27","6,95,430.66","6,88,259.17","6,76,546.33","6,56,112.47","6,00,031.69","6,14,493.22","5,67,259.49","5,83,865.70","5,70,218.68","5,29,981.28","5,12,121.42","4,86,371.70","4,75,259.76"
834,United Republic of Tanzania,...,...,...,...,...,...,...,...,...,...,...,...,...,...
840,United States of America,"73,81,668.68","73,91,771.13","73,14,388.89","74,16,454.47","72,10,129.30","67,53,906.09","69,81,613.04","68,20,533.47","65,80,674.82","67,69,551.03","68,29,016.66","66,76,371.43","65,24,080.44","64,88,234.64"
858,Uruguay,30396.31,...,35019.52,...,37228.81,...,31199.58,...,34294.76,...,32564.6,...,32147.55,32006.48
860,Uzbekistan,"1,98,948.62","1,96,226.63","2,11,745.07","2,12,548.44","2,27,298.98","2,07,574.59","1,99,239.54","2,04,026.59","2,05,269.93",...,...,...,...,...
548,Vanuatu,...,...,...,...,...,...,...,...,...,...,...,...,...,...
862,Venezuela (Bolivarian Republic of),...,...,...,...,...,...,...,...,...,...,...,...,...,...
704,Viet Nam,...,...,...,...,...,...,"2,66,049.23",...,...,"2,78,441.86",...,...,...,...
887,Yemen,...,...,...,...,...,...,34139.25,...,37942.87,...,...,...,...,...
894,Zambia,...,...,...,...,...,...,...,...,...,...,...,...,...,...
716,Zimbabwe,...,...,21184.72,...,...,...,...,...,...,...,...,...,...,...
